_id,Year,State,Citizen Category,Ethnic Group,Value ('000)
2094,2002,KELANTAN,Total of employed,N.A,422.7
2095,2002,KELANTAN,Malaysian citizens,Total Malaysian citizens,407.7
2096,2002,KELANTAN,Malaysian citizens,Bumiputera,381.2
2097,2002,KELANTAN,Malaysian citizens,Chinese,20
2098,2002,KELANTAN,Malaysian citizens,Indians,1.8
2099,2002,KELANTAN,Malaysian citizens,Others,4.6
2100,2002,KELANTAN,Non Malaysian citizens,N.A,15
2101,2002,MELAKA,Total of employed,N.A,229.3
2102,2002,MELAKA,Malaysian citizens,Total Malaysian citizens,220.4
2103,2002,MELAKA,Malaysian citizens,Bumiputera,134.5
2104,2002,MELAKA,Malaysian citizens,Chinese,70.2
2105,2002,MELAKA,Malaysian citizens,Indians,14.9
2106,2002,MELAKA,Malaysian citizens,Others,0.8
2107,2002,MELAKA,Non Malaysian citizens,N.A,8.9
2108,2002,N.SEMBILAN,Total of employed,N.A,324.8
2109,2002,N.SEMBILAN,Malaysian citizens,Total Malaysian citizens,301.9
2110,2002,N.SEMBILAN,Malaysian citizens,Bumiputera,169.3
2111,2002,N.SEMBILAN,Malaysian citizens,Chinese,78.8
2112,2002,N.SEMBILAN,Malaysian citizens,Indians,53.1
2113,2002,N.SEMBILAN,Malaysian citizens,Others,0.7
2114,2002,N.SEMBILAN,Non Malaysian citizens,N.A,22.9
2115,2002,PAHANG,Total of employed,N.A,406.9
2116,2002,PAHANG,Malaysian citizens,Total Malaysian citizens,362.2
2117,2002,PAHANG,Malaysian citizens,Bumiputera,272
2118,2002,PAHANG,Malaysian citizens,Chinese,71.6
2119,2002,PAHANG,Malaysian citizens,Indians,17.4
2120,2002,PAHANG,Malaysian citizens,Others,1.2
2121,2002,PAHANG,Non Malaysian citizens,N.A,44.8
2122,2002,P.PINANG,Total of employed,N.A,643.1
2123,2002,P.PINANG,Malaysian citizens,Total Malaysian citizens,589.7
2124,2002,P.PINANG,Malaysian citizens,Bumiputera,222.4
2125,2002,P.PINANG,Malaysian citizens,Chinese,292.8
2126,2002,P.PINANG,Malaysian citizens,Indians,71.1
2127,2002,P.PINANG,Malaysian citizens,Others,3.4
2128,2002,P.PINANG,Non Malaysian citizens,N.A,53.4
2129,2002,PERAK,Total of employed,N.A,788.3
2130,2002,PERAK,Malaysian citizens,Total Malaysian citizens,753.7
2131,2002,PERAK,Malaysian citizens,Bumiputera,392.2
2132,2002,PERAK,Malaysian citizens,Chinese,248.9
2133,2002,PERAK,Malaysian citizens,Indians,110
2134,2002,PERAK,Malaysian citizens,Others,2.7
2135,2002,PERAK,Non Malaysian citizens,N.A,34.6
2136,2002,PERLIS,Total of employed,N.A,57
2137,2002,PERLIS,Malaysian citizens,Total Malaysian citizens,56
2138,2002,PERLIS,Malaysian citizens,Bumiputera,46.2
2139,2002,PERLIS,Malaysian citizens,Chinese,5.8
2140,2002,PERLIS,Malaysian citizens,Indians,0.6
2141,2002,PERLIS,Malaysian citizens,Others,3.4
2142,2002,PERLIS,Non Malaysian citizens,N.A,0.9
2143,2002,SELANGOR,Total of employed,N.A,1749.9
2144,2002,SELANGOR,Malaysian citizens,Total Malaysian citizens,1593.6
2145,2002,SELANGOR,Malaysian citizens,Bumiputera,829.2
2146,2002,SELANGOR,Malaysian citizens,Chinese,538.7
2147,2002,SELANGOR,Malaysian citizens,Indians,214
2148,2002,SELANGOR,Malaysian citizens,Others,11.7
2149,2002,SELANGOR,Non Malaysian citizens,N.A,156.3
2150,2002,TERENGGANU,Total of employed,N.A,279.6
2151,2002,TERENGGANU,Malaysian citizens,Total Malaysian citizens,272.4
2152,2002,TERENGGANU,Malaysian citizens,Bumiputera,258.5
2153,2002,TERENGGANU,Malaysian citizens,Chinese,10.6
2154,2002,TERENGGANU,Malaysian citizens,Indians,0.4
2155,2002,TERENGGANU,Malaysian citizens,Others,3
2156,2002,TERENGGANU,Non Malaysian citizens,N.A,7.2
2157,2002,SABAH,Total of employed,N.A,1028.8
2158,2002,SABAH,Malaysian citizens,Total Malaysian citizens,728.9
2159,2002,SABAH,Malaysian citizens,Bumiputera,567
2160,2002,SABAH,Malaysian citizens,Chinese,116.8
2161,2002,SABAH,Malaysian citizens,Indians,21.3
2162,2002,SABAH,Malaysian citizens,Others,23.7
2163,2002,SABAH,Non Malaysian citizens,N.A,299.9
2164,2002,SARAWAK,Total of employed,N.A,917.7
2165,2002,SARAWAK,Malaysian citizens,Total Malaysian citizens,864.3
2166,2002,SARAWAK,Malaysian citizens,Bumiputera,632.2
2167,2002,SARAWAK,Malaysian citizens,Chinese,228.9
2168,2002,SARAWAK,Malaysian citizens,Indians,0.8
2169,2002,SARAWAK,Malaysian citizens,Others,2.3
2170,2002,SARAWAK,Non Malaysian citizens,N.A,53.4
2171,2002,W.P.KUALA LUMPUR,Total of employed,N.A,794.1
2172,2002,W.P.KUALA LUMPUR,Malaysian citizens,Total Malaysian citizens,710.9
2173,2002,W.P.KUALA LUMPUR,Malaysian citizens,Bumiputera,303.5
2174,2002,W.P.KUALA LUMPUR,Malaysian citizens,Chinese,318
2175,2002,W.P.KUALA LUMPUR,Malaysian citizens,Indians,84.1
2176,2002,W.P.KUALA LUMPUR,Malaysian citizens,Others,5.3
2177,2002,W.P.KUALA LUMPUR,Non Malaysian citizens,N.A,83.2
2178,2002,W.P.LABUAN,Total of employed,N.A,32.9
2179,2002,W.P.LABUAN,Malaysian citizens,Total Malaysian citizens,26.2
2180,2002,W.P.LABUAN,Malaysian citizens,Bumiputera,18.6
2181,2002,W.P.LABUAN,Malaysian citizens,Chinese,4.3
2182,2002,W.P.LABUAN,Malaysian citizens,Indians,2
2183,2002,W.P.LABUAN,Malaysian citizens,Others,1.3
2184,2002,W.P.LABUAN,Non Malaysian citizens,N.A,6.7
2185,2001,MALAYSIA,Total of employed,N.A,9357
2186,2001,MALAYSIA,Malaysian citizens,Total Malaysian citizens,8448.2
2187,2001,MALAYSIA,Malaysian citizens,Bumiputera,5230.8
2188,2001,MALAYSIA,Malaysian citizens,Chinese,2431.7
2189,2001,MALAYSIA,Malaysian citizens,Indians,697.9
2190,2001,MALAYSIA,Malaysian citizens,Others,87.8
2191,2001,MALAYSIA,Non Malaysian citizens,N.A,908.8
2192,2001,JOHOR,Total of employed,N.A,1235.9
2193,2001,JOHOR,Malaysian citizens,Total Malaysian citizens,1111.7
2194,2001,JOHOR,Malaysian citizens,Bumiputera,634.1
2195,2001,JOHOR,Malaysian citizens,Chinese,387.4
2196,2001,JOHOR,Malaysian citizens,Indians,86.1
2197,2001,JOHOR,Malaysian citizens,Others,4
2198,2001,JOHOR,Non Malaysian citizens,N.A,124.2
2199,2001,KEDAH,Total of employed,N.A,701.1
2200,2001,KEDAH,Malaysian citizens,Total Malaysian citizens,677.9
2201,2001,KEDAH,Malaysian citizens,Bumiputera,500
2202,2001,KEDAH,Malaysian citizens,Chinese,103.2
2203,2001,KEDAH,Malaysian citizens,Indians,63.3
2204,2001,KEDAH,Malaysian citizens,Others,11.4
2205,2001,KEDAH,Non Malaysian citizens,N.A,23.2
2206,2001,KELANTAN,Total of employed,N.A,434.3
2207,2001,KELANTAN,Malaysian citizens,Total Malaysian citizens,418.6
2208,2001,KELANTAN,Malaysian citizens,Bumiputera,385.3
2209,2001,KELANTAN,Malaysian citizens,Chinese,21.1
2210,2001,KELANTAN,Malaysian citizens,Indians,0.9
2211,2001,KELANTAN,Malaysian citizens,Others,11.3
2212,2001,KELANTAN,Non Malaysian citizens,N.A,15.7
2213,2001,MELAKA,Total of employed,N.A,267.7
2214,2001,MELAKA,Malaysian citizens,Total Malaysian citizens,252.4
2215,2001,MELAKA,Malaysian citizens,Bumiputera,149
2216,2001,MELAKA,Malaysian citizens,Chinese,85.1
2217,2001,MELAKA,Malaysian citizens,Indians,17.6
2218,2001,MELAKA,Malaysian citizens,Others,0.7
2219,2001,MELAKA,Non Malaysian citizens,N.A,15.3
2220,2001,N.SEMBILAN,Total of employed,N.A,351.3
2221,2001,N.SEMBILAN,Malaysian citizens,Total Malaysian citizens,330.5
2222,2001,N.SEMBILAN,Malaysian citizens,Bumiputera,183
2223,2001,N.SEMBILAN,Malaysian citizens,Chinese,87.7
2224,2001,N.SEMBILAN,Malaysian citizens,Indians,59.2
2225,2001,N.SEMBILAN,Malaysian citizens,Others,0.6
2226,2001,N.SEMBILAN,Non Malaysian citizens,N.A,20.8
2227,2001,PAHANG,Total of employed,N.A,437.4
2228,2001,PAHANG,Malaysian citizens,Total Malaysian citizens,395.5
2229,2001,PAHANG,Malaysian citizens,Bumiputera,282.3
2230,2001,PAHANG,Malaysian citizens,Chinese,86.2
2231,2001,PAHANG,Malaysian citizens,Indians,25.7
2232,2001,PAHANG,Malaysian citizens,Others,1.3
2233,2001,PAHANG,Non Malaysian citizens,N.A,42.2
2234,2001,P.PINANG,Total of employed,N.A,714.9
2235,2001,P.PINANG,Malaysian citizens,Total Malaysian citizens,644.3
2236,2001,P.PINANG,Malaysian citizens,Bumiputera,266.4
2237,2001,P.PINANG,Malaysian citizens,Chinese,306.6
2238,2001,P.PINANG,Malaysian citizens,Indians,69.3
2239,2001,P.PINANG,Malaysian citizens,Others,2.1
2240,2001,P.PINANG,Non Malaysian citizens,N.A,70.6
2241,2001,PERAK,Total of employed,N.A,730.7
2242,2001,PERAK,Malaysian citizens,Total Malaysian citizens,704
2243,2001,PERAK,Malaysian citizens,Bumiputera,359.5
2244,2001,PERAK,Malaysian citizens,Chinese,241.2
2245,2001,PERAK,Malaysian citizens,Indians,99.7
2246,2001,PERAK,Malaysian citizens,Others,3.6
2247,2001,PERAK,Non Malaysian citizens,N.A,26.7
2248,2001,PERLIS,Total of employed,N.A,82.9
2249,2001,PERLIS,Malaysian citizens,Total Malaysian citizens,81.7
2250,2001,PERLIS,Malaysian citizens,Bumiputera,67.8
2251,2001,PERLIS,Malaysian citizens,Chinese,9.1
2252,2001,PERLIS,Malaysian citizens,Indians,1
2253,2001,PERLIS,Malaysian citizens,Others,3.8
2254,2001,PERLIS,Non Malaysian citizens,N.A,1.1
2255,2001,SELANGOR,Total of employed,N.A,1514.7
2256,2001,SELANGOR,Malaysian citizens,Total Malaysian citizens,1367
2257,2001,SELANGOR,Malaysian citizens,Bumiputera,718.6
2258,2001,SELANGOR,Malaysian citizens,Chinese,453.3
2259,2001,SELANGOR,Malaysian citizens,Indians,189.2
2260,2001,SELANGOR,Malaysian citizens,Others,5.9
2261,2001,SELANGOR,Non Malaysian citizens,N.A,147.7
2262,2001,TERENGGANU,Total of employed,N.A,298.6
2263,2001,TERENGGANU,Malaysian citizens,Total Malaysian citizens,290.3
2264,2001,TERENGGANU,Malaysian citizens,Bumiputera,277
2265,2001,TERENGGANU,Malaysian citizens,Chinese,10.1
2266,2001,TERENGGANU,Malaysian citizens,Indians,0.8
2267,2001,TERENGGANU,Malaysian citizens,Others,2.3
2268,2001,TERENGGANU,Non Malaysian citizens,N.A,8.3
2269,2001,SABAH,Total of employed,N.A,979.1
2270,2001,SABAH,Malaysian citizens,Total Malaysian citizens,691.7
2271,2001,SABAH,Malaysian citizens,Bumiputera,538.9
2272,2001,SABAH,Malaysian citizens,Chinese,112.2
2273,2001,SABAH,Malaysian citizens,Indians,6.5
2274,2001,SABAH,Malaysian citizens,Others,34.1
2275,2001,SABAH,Non Malaysian citizens,N.A,287.3
2276,2001,SARAWAK,Total of employed,N.A,877.4
2277,2001,SARAWAK,Malaysian citizens,Total Malaysian citizens,827.3
2278,2001,SARAWAK,Malaysian citizens,Bumiputera,592.1
2279,2001,SARAWAK,Malaysian citizens,Chinese,232
2280,2001,SARAWAK,Malaysian citizens,Indians,1.1
2281,2001,SARAWAK,Malaysian citizens,Others,2.1
2282,2001,SARAWAK,Non Malaysian citizens,N.A,50.1
2283,2001,W.P.KUALA LUMPUR,Total of employed,N.A,703.7
2284,2001,W.P.KUALA LUMPUR,Malaysian citizens,Total Malaysian citizens,634.4
2285,2001,W.P.KUALA LUMPUR,Malaysian citizens,Bumiputera,260.8
2286,2001,W.P.KUALA LUMPUR,Malaysian citizens,Chinese,292.2
2287,2001,W.P.KUALA LUMPUR,Malaysian citizens,Indians,77.3
2288,2001,W.P.KUALA LUMPUR,Malaysian citizens,Others,4
2289,2001,W.P.KUALA LUMPUR,Non Malaysian citizens,N.A,69.4
2290,2001,W.P.LABUAN,Total of employed,N.A,27.2
2291,2001,W.P.LABUAN,Malaysian citizens,Total Malaysian citizens,20.9
2292,2001,W.P.LABUAN,Malaysian citizens,Bumiputera,15.9
2293,2001,W.P.LABUAN,Malaysian citizens,Chinese,4.2
2294,2001,W.P.LABUAN,Malaysian citizens,Indians,0.2
2295,2001,W.P.LABUAN,Malaysian citizens,Others,0.5
2296,2001,W.P.LABUAN,Non Malaysian citizens,N.A,6.3
2297,2000,MALAYSIA,Total of employed,N.A,9269.2
2298,2000,MALAYSIA,Malaysian citizens,Total Malaysian citizens,8337.9
2299,2000,MALAYSIA,Malaysian citizens,Bumiputera,5143.5
2300,2000,MALAYSIA,Malaysian citizens,Chinese,2415.9
2301,2000,MALAYSIA,Malaysian citizens,Indians,683.9
2302,2000,MALAYSIA,Malaysian citizens,Others,94.5
2303,2000,MALAYSIA,Non Malaysian citizens,N.A,931.3
2304,2000,JOHOR,Total of employed,N.A,1195.4
2305,2000,JOHOR,Malaysian citizens,Total Malaysian citizens,1077.2
2306,2000,JOHOR,Malaysian citizens,Bumiputera,622.6
2307,2000,JOHOR,Malaysian citizens,Chinese,362.3
2308,2000,JOHOR,Malaysian citizens,Indians,86.9
2309,2000,JOHOR,Malaysian citizens,Others,5.3
2310,2000,JOHOR,Non Malaysian citizens,N.A,118.3
2311,2000,KEDAH,Total of employed,N.A,626.5
2312,2000,KEDAH,Malaysian citizens,Total Malaysian citizens,611.3
2313,2000,KEDAH,Malaysian citizens,Bumiputera,450.8
2314,2000,KEDAH,Malaysian citizens,Chinese,100.9
2315,2000,KEDAH,Malaysian citizens,Indians,48.2
2316,2000,KEDAH,Malaysian citizens,Others,11.5
2317,2000,KEDAH,Non Malaysian citizens,N.A,15.2
2318,2000,KELANTAN,Total of employed,N.A,425.7
2319,2000,KELANTAN,Malaysian citizens,Total Malaysian citizens,409.6
2320,2000,KELANTAN,Malaysian citizens,Bumiputera,381.3
2321,2000,KELANTAN,Malaysian citizens,Chinese,20.4
2322,2000,KELANTAN,Malaysian citizens,Indians,1.5
2323,2000,KELANTAN,Malaysian citizens,Others,6.5
2324,2000,KELANTAN,Non Malaysian citizens,N.A,16.1
2325,2000,MELAKA,Total of employed,N.A,253.5
2326,2000,MELAKA,Malaysian citizens,Total Malaysian citizens,232.1
2327,2000,MELAKA,Malaysian citizens,Bumiputera,139.6
2328,2000,MELAKA,Malaysian citizens,Chinese,76.4
2329,2000,MELAKA,Malaysian citizens,Indians,13.5
2330,2000,MELAKA,Malaysian citizens,Others,2.7
2331,2000,MELAKA,Non Malaysian citizens,N.A,21.5
2332,2000,N.SEMBILAN,Total of employed,N.A,347.4
2333,2000,N.SEMBILAN,Malaysian citizens,Total Malaysian citizens,329.4
2334,2000,N.SEMBILAN,Malaysian citizens,Bumiputera,179.9
2335,2000,N.SEMBILAN,Malaysian citizens,Chinese,91.2
2336,2000,N.SEMBILAN,Malaysian citizens,Indians,58
2337,2000,N.SEMBILAN,Malaysian citizens,Others,0.4
2338,2000,N.SEMBILAN,Non Malaysian citizens,N.A,18
2339,2000,PAHANG,Total of employed,N.A,446.8
2340,2000,PAHANG,Malaysian citizens,Total Malaysian citizens,406.9
2341,2000,PAHANG,Malaysian citizens,Bumiputera,307.9
2342,2000,PAHANG,Malaysian citizens,Chinese,75.6
2343,2000,PAHANG,Malaysian citizens,Indians,19.5
2344,2000,PAHANG,Malaysian citizens,Others,3.9
2345,2000,PAHANG,Non Malaysian citizens,N.A,39.8
2346,2000,P.PINANG,Total of employed,N.A,669.2
2347,2000,P.PINANG,Malaysian citizens,Total Malaysian citizens,597.5
2348,2000,P.PINANG,Malaysian citizens,Bumiputera,240.6
2349,2000,P.PINANG,Malaysian citizens,Chinese,289.2
2350,2000,P.PINANG,Malaysian citizens,Indians,65.9
2351,2000,P.PINANG,Malaysian citizens,Others,1.9
2352,2000,P.PINANG,Non Malaysian citizens,N.A,71.7
2353,2000,PERAK,Total of employed,N.A,744.1
2354,2000,PERAK,Malaysian citizens,Total Malaysian citizens,707.9
2355,2000,PERAK,Malaysian citizens,Bumiputera,368.8
2356,2000,PERAK,Malaysian citizens,Chinese,232.2
2357,2000,PERAK,Malaysian citizens,Indians,105.3
2358,2000,PERAK,Malaysian citizens,Others,1.7
2359,2000,PERAK,Non Malaysian citizens,N.A,36.2
2360,2000,PERLIS,Total of employed,N.A,74.8
2361,2000,PERLIS,Malaysian citizens,Total Malaysian citizens,73.9
2362,2000,PERLIS,Malaysian citizens,Bumiputera,61.8
2363,2000,PERLIS,Malaysian citizens,Chinese,8
2364,2000,PERLIS,Malaysian citizens,Indians,1
2365,2000,PERLIS,Malaysian citizens,Others,3.1
2366,2000,PERLIS,Non Malaysian citizens,N.A,0.9
2367,2000,SELANGOR,Total of employed,N.A,1681.5
2368,2000,SELANGOR,Malaysian citizens,Total Malaysian citizens,1500.8
2369,2000,SELANGOR,Malaysian citizens,Bumiputera,750.5
2370,2000,SELANGOR,Malaysian citizens,Chinese,522
2371,2000,SELANGOR,Malaysian citizens,Indians,213.5
2372,2000,SELANGOR,Malaysian citizens,Others,14.9
2373,2000,SELANGOR,Non Malaysian citizens,N.A,180.6
2374,2000,TERENGGANU,Total of employed,N.A,306
2375,2000,TERENGGANU,Malaysian citizens,Total Malaysian citizens,292.8
2376,2000,TERENGGANU,Malaysian citizens,Bumiputera,280.1
2377,2000,TERENGGANU,Malaysian citizens,Chinese,11.3
2378,2000,TERENGGANU,Malaysian citizens,Indians,0.9
2379,2000,TERENGGANU,Malaysian citizens,Others,0.5
2380,2000,TERENGGANU,Non Malaysian citizens,N.A,13.2
2381,2000,SABAH,Total of employed,N.A,933.8
2382,2000,SABAH,Malaysian citizens,Total Malaysian citizens,658.9
2383,2000,SABAH,Malaysian citizens,Bumiputera,512.9
2384,2000,SABAH,Malaysian citizens,Chinese,108
2385,2000,SABAH,Malaysian citizens,Indians,0.9
2386,2000,SABAH,Malaysian citizens,Others,37.1
2387,2000,SABAH,Non Malaysian citizens,N.A,274.9
2388,2000,SARAWAK,Total of employed,N.A,876.3
2389,2000,SARAWAK,Malaysian citizens,Total Malaysian citizens,826.9
2390,2000,SARAWAK,Malaysian citizens,Bumiputera,592.6
2391,2000,SARAWAK,Malaysian citizens,Chinese,231.2
2392,2000,SARAWAK,Malaysian citizens,Indians,0.6
2393,2000,SARAWAK,Malaysian citizens,Others,2.5
2394,2000,SARAWAK,Non Malaysian citizens,N.A,49.4
2395,2000,W.P.KUALA LUMPUR,Total of employed,N.A,662.8
2396,2000,W.P.KUALA LUMPUR,Malaysian citizens,Total Malaysian citizens,593.3
2397,2000,W.P.KUALA LUMPUR,Malaysian citizens,Bumiputera,239.6
2398,2000,W.P.KUALA LUMPUR,Malaysian citizens,Chinese,283.5
2399,2000,W.P.KUALA LUMPUR,Malaysian citizens,Indians,68.3
2400,2000,W.P.KUALA LUMPUR,Malaysian citizens,Others,1.9
2401,2000,W.P.KUALA LUMPUR,Non Malaysian citizens,N.A,69.5
2402,2000,W.P.LABUAN,Total of employed,N.A,25.4
2403,2000,W.P.LABUAN,Malaysian citizens,Total Malaysian citizens,19.2
2404,2000,W.P.LABUAN,Malaysian citizens,Bumiputera,14.5
2405,2000,W.P.LABUAN,Malaysian citizens,Chinese,3.9
2406,2000,W.P.LABUAN,Malaysian citizens,Indians,0.1
2407,2000,W.P.LABUAN,Malaysian citizens,Others,0.7
2408,2000,W.P.LABUAN,Non Malaysian citizens,N.A,6.1
2409,1999,MALAYSIA,Total of employed,N.A,8837.8
2410,1999,MALAYSIA,Malaysian citizens,Total Malaysian citizens,7784.1
2411,1999,MALAYSIA,Malaysian citizens,Bumiputera,4628.6
2412,1999,MALAYSIA,Malaysian citizens,Chinese,2283.3
2413,1999,MALAYSIA,Malaysian citizens,Indians,614.8
2414,1999,MALAYSIA,Malaysian citizens,Others,257.4
2415,1999,MALAYSIA,Non Malaysian citizens,N.A,1053.7
2416,1999,JOHOR,Total of employed,N.A,1029
2417,1999,JOHOR,Malaysian citizens,Total Malaysian citizens,931.8
2418,1999,JOHOR,Malaysian citizens,Bumiputera,510.8
2419,1999,JOHOR,Malaysian citizens,Chinese,342.3
2420,1999,JOHOR,Malaysian citizens,Indians,72.1
2421,1999,JOHOR,Malaysian citizens,Others,6.6
2422,1999,JOHOR,Non Malaysian citizens,N.A,97.2
2423,1999,KEDAH,Total of employed,N.A,678.7
2424,1999,KEDAH,Malaysian citizens,Total Malaysian citizens,665.8
2425,1999,KEDAH,Malaysian citizens,Bumiputera,432.7
2426,1999,KEDAH,Malaysian citizens,Chinese,104
2427,1999,KEDAH,Malaysian citizens,Indians,54
2428,1999,KEDAH,Malaysian citizens,Others,75.1
2429,1999,KEDAH,Non Malaysian citizens,N.A,12.9
2430,1999,KELANTAN,Total of employed,N.A,436.8
2431,1999,KELANTAN,Malaysian citizens,Total Malaysian citizens,413.4
2432,1999,KELANTAN,Malaysian citizens,Bumiputera,370.7
2433,1999,KELANTAN,Malaysian citizens,Chinese,20.6
2434,1999,KELANTAN,Malaysian citizens,Indians,0.8
2435,1999,KELANTAN,Malaysian citizens,Others,21.3
2436,1999,KELANTAN,Non Malaysian citizens,N.A,23.4
2437,1999,MELAKA,Total of employed,N.A,243.1
2438,1999,MELAKA,Malaysian citizens,Total Malaysian citizens,222.9
2439,1999,MELAKA,Malaysian citizens,Bumiputera,128.9
2440,1999,MELAKA,Malaysian citizens,Chinese,73.2
2441,1999,MELAKA,Malaysian citizens,Indians,16.6
2442,1999,MELAKA,Malaysian citizens,Others,4.2
2443,1999,MELAKA,Non Malaysian citizens,N.A,20.3
2444,1999,PAHANG,Total of employed,N.A,384.4
2445,1999,PAHANG,Malaysian citizens,Total Malaysian citizens,347.7
2446,1999,PAHANG,Malaysian citizens,Bumiputera,257.5
2447,1999,PAHANG,Malaysian citizens,Chinese,68.8
2448,1999,PAHANG,Malaysian citizens,Indians,18.2
2449,1999,PAHANG,Malaysian citizens,Others,3.1
2450,1999,PAHANG,Non Malaysian citizens,N.A,36.7
2451,1999,P.PINANG,Total of employed,N.A,602.9
2452,1999,P.PINANG,Malaysian citizens,Total Malaysian citizens,556.1
2453,1999,P.PINANG,Malaysian citizens,Bumiputera,225.7
2454,1999,P.PINANG,Malaysian citizens,Chinese,256.5
2455,1999,P.PINANG,Malaysian citizens,Indians,53.1
2456,1999,P.PINANG,Malaysian citizens,Others,20.8
2457,1999,P.PINANG,Non Malaysian citizens,N.A,46.8
2458,1999,PERAK,Total of employed,N.A,684.5
2459,1999,PERAK,Malaysian citizens,Total Malaysian citizens,654.5
2460,1999,PERAK,Malaysian citizens,Bumiputera,329.6
2461,1999,PERAK,Malaysian citizens,Chinese,220.3
2462,1999,PERAK,Malaysian citizens,Indians,91.5
2463,1999,PERAK,Malaysian citizens,Others,13.2
2464,1999,PERAK,Non Malaysian citizens,N.A,30
2465,1999,PERLIS,Total of employed,N.A,78.5
2466,1999,PERLIS,Malaysian citizens,Total Malaysian citizens,76.8
2467,1999,PERLIS,Malaysian citizens,Bumiputera,59.7
2468,1999,PERLIS,Malaysian citizens,Chinese,9.5
2469,1999,PERLIS,Malaysian citizens,Indians,1.3
2470,1999,PERLIS,Malaysian citizens,Others,6.4
2471,1999,PERLIS,Non Malaysian citizens,N.A,1.7
2472,1999,SELANGOR,Total of employed,N.A,1427.2
2473,1999,SELANGOR,Malaysian citizens,Total Malaysian citizens,1294.4
2474,1999,SELANGOR,Malaysian citizens,Bumiputera,627.5
2475,1999,SELANGOR,Malaysian citizens,Chinese,458.6
2476,1999,SELANGOR,Malaysian citizens,Indians,190.1
2477,1999,SELANGOR,Malaysian citizens,Others,18.3
2478,1999,SELANGOR,Non Malaysian citizens,N.A,132.7
2479,1999,TERENGGANU,Total of employed,N.A,300.1
2480,1999,TERENGGANU,Malaysian citizens,Total Malaysian citizens,277.4
2481,1999,TERENGGANU,Malaysian citizens,Bumiputera,256.7
2482,1999,TERENGGANU,Malaysian citizens,Chinese,17
2483,1999,TERENGGANU,Malaysian citizens,Indians,0.7
2484,1999,TERENGGANU,Malaysian citizens,Others,3
2485,1999,TERENGGANU,Non Malaysian citizens,N.A,22.7
2486,1999,SABAH,Total of employed,N.A,1101.8
2487,1999,SABAH,Malaysian citizens,Total Malaysian citizens,659.2
2488,1999,SABAH,Malaysian citizens,Bumiputera,459.1
2489,1999,SABAH,Malaysian citizens,Chinese,123.4
2490,1999,SABAH,Malaysian citizens,Indians,1.7
2491,1999,SABAH,Malaysian citizens,Others,75
2492,1999,SABAH,Non Malaysian citizens,N.A,442.6
2493,1999,SARAWAK,Total of employed,N.A,865
2494,1999,SARAWAK,Malaysian citizens,Total Malaysian citizens,815
2495,1999,SARAWAK,Malaysian citizens,Bumiputera,577.2
2496,1999,SARAWAK,Malaysian citizens,Chinese,229.3
2497,1999,SARAWAK,Malaysian citizens,Indians,4.2
2498,1999,SARAWAK,Malaysian citizens,Others,4.3
2499,1999,SARAWAK,Non Malaysian citizens,N.A,50
2500,1999,W.P.KUALA LUMPUR,Total of employed,N.A,689.7
2501,1999,W.P.KUALA LUMPUR,Malaysian citizens,Total Malaysian citizens,591.6
2502,1999,W.P.KUALA LUMPUR,Malaysian citizens,Bumiputera,237.7
2503,1999,W.P.KUALA LUMPUR,Malaysian citizens,Chinese,282.7
2504,1999,W.P.KUALA LUMPUR,Malaysian citizens,Indians,66.8
2505,1999,W.P.KUALA LUMPUR,Malaysian citizens,Others,4.5
2506,1999,W.P.KUALA LUMPUR,Non Malaysian citizens,N.A,98.1
2507,1999,W.P.LABUAN,Total of employed,N.A,41.2
2508,1999,W.P.LABUAN,Malaysian citizens,Total Malaysian citizens,26.9
2509,1999,W.P.LABUAN,Malaysian citizens,Bumiputera,20.3
2510,1999,W.P.LABUAN,Malaysian citizens,Chinese,4.7
2511,1999,W.P.LABUAN,Malaysian citizens,Indians,0.2
2512,1999,W.P.LABUAN,Malaysian citizens,Others,1.6
2513,1999,W.P.LABUAN,Non Malaysian citizens,N.A,14.3
2514,1998,MALAYSIA,Total of employed,N.A,8599.6
2515,1998,MALAYSIA,Malaysian citizens,Total Malaysian citizens,7600
2516,1998,MALAYSIA,Malaysian citizens,Bumiputera,4497.8
2517,1998,MALAYSIA,Malaysian citizens,Chinese,2234.6
2518,1998,MALAYSIA,Malaysian citizens,Indians,617.3
2519,1998,MALAYSIA,Malaysian citizens,Others,250.3
2520,1998,MALAYSIA,Non Malaysian citizens,N.A,999.6
2521,1998,JOHOR,Total of employed,N.A,1027
2522,1998,JOHOR,Malaysian citizens,Total Malaysian citizens,910.1
2523,1998,JOHOR,Malaysian citizens,Bumiputera,500.3
2524,1998,JOHOR,Malaysian citizens,Chinese,335.6
2525,1998,JOHOR,Malaysian citizens,Indians,66.9
2526,1998,JOHOR,Malaysian citizens,Others,7.3
2527,1998,JOHOR,Non Malaysian citizens,N.A,116.9
2528,1998,KEDAH,Total of employed,N.A,567.3
2529,1998,KEDAH,Malaysian citizens,Total Malaysian citizens,549.1
2530,1998,KEDAH,Malaysian citizens,Bumiputera,383.8
2531,1998,KEDAH,Malaysian citizens,Chinese,86.7
2532,1998,KEDAH,Malaysian citizens,Indians,36.9
2533,1998,KEDAH,Malaysian citizens,Others,41.7
2534,1998,KEDAH,Non Malaysian citizens,N.A,18.3
2535,1998,KELANTAN,Total of employed,N.A,430.7
