_id,Year,State,Marital Status,Person
1270,2005,KELANTAN,Divorced/permanently separated,8.4
1271,2005,MELAKA,Total,271.1
1272,2005,MELAKA,Never married,92.6
1273,2005,MELAKA,Married,169.4
1274,2005,MELAKA,Widowed,6.6
1275,2005,MELAKA,Divorced/permanently separated,2.5
1276,2005,N.SEMBILAN,Total,372.8
1277,2005,N.SEMBILAN,Never married,126.3
1278,2005,N.SEMBILAN,Married,234.8
1279,2005,N.SEMBILAN,Widowed,6.6
1280,2005,N.SEMBILAN,Divorced/permanently separated,5.1
1281,2005,PAHANG,Total,524.7
1282,2005,PAHANG,Never married,184.2
1283,2005,PAHANG,Married,325.2
1284,2005,PAHANG,Widowed,11
1285,2005,PAHANG,Divorced/permanently separated,4.3
1286,2005,P.PINANG,Total,621.5
1287,2005,P.PINANG,Never married,229.4
1288,2005,P.PINANG,Married,372.9
1289,2005,P.PINANG,Widowed,12.8
1290,2005,P.PINANG,Divorced/permanently separated,6.5
1291,2005,PERAK,Total,801.2
1292,2005,PERAK,Never married,273.4
1293,2005,PERAK,Married,501.2
1294,2005,PERAK,Widowed,19.3
1295,2005,PERAK,Divorced/permanently separated,7.3
1296,2005,PERLIS,Total,74
1297,2005,PERLIS,Never married,20.8
1298,2005,PERLIS,Married,49.6
1299,2005,PERLIS,Widowed,1.8
1300,2005,PERLIS,Divorced/permanently separated,1.8
1301,2005,SELANGOR,Total,1985.9
1302,2005,SELANGOR,Never married,672.5
1303,2005,SELANGOR,Married,1262.7
1304,2005,SELANGOR,Widowed,31.2
1305,2005,SELANGOR,Divorced/permanently separated,19.2
1306,2005,TERENGGANU,Total,342
1307,2005,TERENGGANU,Never married,107.8
1308,2005,TERENGGANU,Married,221.2
1309,2005,TERENGGANU,Widowed,8
1310,2005,TERENGGANU,Divorced/permanently separated,4.9
1311,2005,SABAH,Total,1106.8
1312,2005,SABAH,Never married,364
1313,2005,SABAH,Married,702.8
1314,2005,SABAH,Widowed,24.2
1315,2005,SABAH,Divorced/permanently separated,15.8
1316,2005,SARAWAK,Total,910.9
1317,2005,SARAWAK,Never married,259.9
1318,2005,SARAWAK,Married,619.6
1319,2005,SARAWAK,Widowed,18.3
1320,2005,SARAWAK,Divorced/permanently separated,13.1
1321,2005,W.P.KUALA LUMPUR,Total,675.2
1322,2005,W.P.KUALA LUMPUR,Never married,261.2
1323,2005,W.P.KUALA LUMPUR,Married,395.4
1324,2005,W.P.KUALA LUMPUR,Widowed,9.6
1325,2005,W.P.KUALA LUMPUR,Divorced/permanently separated,9.1
1326,2005,W.P.LABUAN,Total,30.5
1327,2005,W.P.LABUAN,Never married,10.3
1328,2005,W.P.LABUAN,Married,19.7
1329,2005,W.P.LABUAN,Widowed,0.3
1330,2005,W.P.LABUAN,Divorced/permanently separated,0.2
1331,2004,MALAYSIA,Total,9979.5
1332,2004,MALAYSIA,Never married,3239.9
1333,2004,MALAYSIA,Married,6399.7
1334,2004,MALAYSIA,Widowed,203.4
1335,2004,MALAYSIA,Divorced/permanently separated,136
1336,2004,JOHOR,Total,1232.6
1337,2004,JOHOR,Never married,436.2
1338,2004,JOHOR,Married,760.9
1339,2004,JOHOR,Widowed,21.2
1340,2004,JOHOR,Divorced/permanently separated,14.3
1341,2004,KEDAH,Total,654.5
1342,2004,KEDAH,Never married,196.8
1343,2004,KEDAH,Married,431.7
1344,2004,KEDAH,Widowed,15.9
1345,2004,KEDAH,Divorced/permanently separated,10.1
1346,2004,KELANTAN,Total,436.6
1347,2004,KELANTAN,Never married,106.9
1348,2004,KELANTAN,Married,307.5
1349,2004,KELANTAN,Widowed,14.5
1350,2004,KELANTAN,Divorced/permanently separated,7.6
1351,2004,MELAKA,Total,265.1
1352,2004,MELAKA,Never married,88.4
1353,2004,MELAKA,Married,167.7
1354,2004,MELAKA,Widowed,5.4
1355,2004,MELAKA,Divorced/permanently separated,3.6
1356,2004,N.SEMBILAN,Total,360.3
1357,2004,N.SEMBILAN,Never married,113.6
1358,2004,N.SEMBILAN,Married,234.7
1359,2004,N.SEMBILAN,Widowed,7.2
1360,2004,N.SEMBILAN,Divorced/permanently separated,4.9
1361,2004,PAHANG,Total,526.2
1362,2004,PAHANG,Never married,155.9
1363,2004,PAHANG,Married,352.9
1364,2004,PAHANG,Widowed,11.3
1365,2004,PAHANG,Divorced/permanently separated,6.2
1366,2004,P.PINANG,Total,625
1367,2004,P.PINANG,Never married,230.2
1368,2004,P.PINANG,Married,373.6
1369,2004,P.PINANG,Widowed,14.2
1370,2004,P.PINANG,Divorced/permanently separated,6.7
1371,2004,PERAK,Total,791
1372,2004,PERAK,Never married,262.8
1373,2004,PERAK,Married,500.1
1374,2004,PERAK,Widowed,18
1375,2004,PERAK,Divorced/permanently separated,10.1
1376,2004,PERLIS,Total,73.8
1377,2004,PERLIS,Never married,19.1
1378,2004,PERLIS,Married,51.3
1379,2004,PERLIS,Widowed,2.1
1380,2004,PERLIS,Divorced/permanently separated,1.3
1381,2004,SELANGOR,Total,1973.3
1382,2004,SELANGOR,Never married,639.3
1383,2004,SELANGOR,Married,1284.4
1384,2004,SELANGOR,Widowed,28.3
1385,2004,SELANGOR,Divorced/permanently separated,21.3
1386,2004,TERENGGANU,Total,336.9
1387,2004,TERENGGANU,Never married,103.1
1388,2004,TERENGGANU,Married,217.6
1389,2004,TERENGGANU,Widowed,10
1390,2004,TERENGGANU,Divorced/permanently separated,6.2
1391,2004,SABAH,Total,1081.7
1392,2004,SABAH,Never married,355.8
1393,2004,SABAH,Married,683.4
1394,2004,SABAH,Widowed,26.2
1395,2004,SABAH,Divorced/permanently separated,16.3
1396,2004,SARAWAK,Total,918.6
1397,2004,SARAWAK,Never married,270.7
1398,2004,SARAWAK,Married,614.9
1399,2004,SARAWAK,Widowed,18.5
1400,2004,SARAWAK,Divorced/permanently separated,14.5
1401,2004,W.P.KUALA LUMPUR,Total,671.7
1402,2004,W.P.KUALA LUMPUR,Never married,249.7
1403,2004,W.P.KUALA LUMPUR,Married,399
1404,2004,W.P.KUALA LUMPUR,Widowed,10.3
1405,2004,W.P.KUALA LUMPUR,Divorced/permanently separated,12.5
1406,2004,W.P.LABUAN,Total,32.3
1407,2004,W.P.LABUAN,Never married,11.4
1408,2004,W.P.LABUAN,Married,20.3
1409,2004,W.P.LABUAN,Widowed,0.4
1410,2004,W.P.LABUAN,Divorced/permanently separated,0.2
1411,2003,MALAYSIA,Total,9869.7
1412,2003,MALAYSIA,Never married,3246.4
1413,2003,MALAYSIA,Married,6291.5
1414,2003,MALAYSIA,Widowed,203.3
1415,2003,MALAYSIA,Divorced/permanently separated,127.3
1416,2003,JOHOR,Total,1269.1
1417,2003,JOHOR,Never married,442.3
1418,2003,JOHOR,Married,790.5
1419,2003,JOHOR,Widowed,23
1420,2003,JOHOR,Divorced/permanently separated,13.2
1421,2003,KEDAH,Total,657.7
1422,2003,KEDAH,Never married,191.5
1423,2003,KEDAH,Married,442.7
1424,2003,KEDAH,Widowed,13.9
1425,2003,KEDAH,Divorced/permanently separated,9.6
1426,2003,KELANTAN,Total,475.7
1427,2003,KELANTAN,Never married,110.2
1428,2003,KELANTAN,Married,339.2
1429,2003,KELANTAN,Widowed,15.4
1430,2003,KELANTAN,Divorced/permanently separated,10.9
1431,2003,MELAKA,Total,272.7
1432,2003,MELAKA,Never married,97.9
1433,2003,MELAKA,Married,166.2
1434,2003,MELAKA,Widowed,5.9
1435,2003,MELAKA,Divorced/permanently separated,2.7
1436,2003,N.SEMBILAN,Total,340
1437,2003,N.SEMBILAN,Never married,104.5
1438,2003,N.SEMBILAN,Married,224.9
1439,2003,N.SEMBILAN,Widowed,6.9
1440,2003,N.SEMBILAN,Divorced/permanently separated,3.8
1441,2003,PAHANG,Total,460
1442,2003,PAHANG,Never married,142
1443,2003,PAHANG,Married,302
1444,2003,PAHANG,Widowed,9.9
1445,2003,PAHANG,Divorced/permanently separated,5.9
1446,2003,P.PINANG,Total,674.4
1447,2003,P.PINANG,Never married,247.8
1448,2003,P.PINANG,Married,402.1
1449,2003,P.PINANG,Widowed,16
1450,2003,P.PINANG,Divorced/permanently separated,8.4
1451,2003,PERAK,Total,734.6
1452,2003,PERAK,Never married,225.4
1453,2003,PERAK,Married,482.5
1454,2003,PERAK,Widowed,18.6
1455,2003,PERAK,Divorced/permanently separated,7.9
1456,2003,PERLIS,Total,76.6
1457,2003,PERLIS,Never married,17.8
1458,2003,PERLIS,Married,55.4
1459,2003,PERLIS,Widowed,1.9
1460,2003,PERLIS,Divorced/permanently separated,1.5
1461,2003,SELANGOR,Total,1834.2
1462,2003,SELANGOR,Never married,629.9
1463,2003,SELANGOR,Married,1159
1464,2003,SELANGOR,Widowed,29.5
1465,2003,SELANGOR,Divorced/permanently separated,15.8
1466,2003,TERENGGANU,Total,344.9
1467,2003,TERENGGANU,Never married,103.6
1468,2003,TERENGGANU,Married,225.6
1469,2003,TERENGGANU,Widowed,9.6
1470,2003,TERENGGANU,Divorced/permanently separated,6.1
1471,2003,SABAH,Total,1073.1
1472,2003,SABAH,Never married,364.7
1473,2003,SABAH,Married,667.4
1474,2003,SABAH,Widowed,22.1
1475,2003,SABAH,Divorced/permanently separated,18.2
1476,2003,SARAWAK,Total,909.9
1477,2003,SARAWAK,Never married,274.8
1478,2003,SARAWAK,Married,602.6
1479,2003,SARAWAK,Widowed,19.3
1480,2003,SARAWAK,Divorced/permanently separated,13.3
1481,2003,W.P.KUALA LUMPUR,Total,715.1
1482,2003,W.P.KUALA LUMPUR,Never married,281.2
1483,2003,W.P.KUALA LUMPUR,Married,413.6
1484,2003,W.P.KUALA LUMPUR,Widowed,10.6
1485,2003,W.P.KUALA LUMPUR,Divorced/permanently separated,9.6
1486,2003,W.P.LABUAN,Total,31.8
1487,2003,W.P.LABUAN,Never married,12.9
1488,2003,W.P.LABUAN,Married,18
1489,2003,W.P.LABUAN,Widowed,0.5
1490,2003,W.P.LABUAN,Divorced/permanently separated,0.5
1491,2002,MALAYSIA,Total,9542.6
1492,2002,MALAYSIA,Never married,3106.5
1493,2002,MALAYSIA,Married,6118.5
1494,2002,MALAYSIA,Widowed,190.9
1495,2002,MALAYSIA,Divorced/permanently separated,126.7
1496,2002,JOHOR,Total,1222.3
1497,2002,JOHOR,Never married,412.3
1498,2002,JOHOR,Married,778.7
1499,2002,JOHOR,Widowed,18
1500,2002,JOHOR,Divorced/permanently separated,13.4
1501,2002,KEDAH,Total,645.1
1502,2002,KEDAH,Never married,176.5
1503,2002,KEDAH,Married,444.8
1504,2002,KEDAH,Widowed,14.3
1505,2002,KEDAH,Divorced/permanently separated,9.6
1506,2002,KELANTAN,Total,422.7
1507,2002,KELANTAN,Never married,90.9
1508,2002,KELANTAN,Married,307.8
1509,2002,KELANTAN,Widowed,14
1510,2002,KELANTAN,Divorced/permanently separated,9.9
1511,2002,MELAKA,Total,229.3
1512,2002,MELAKA,Never married,71.4
1513,2002,MELAKA,Married,150.2
1514,2002,MELAKA,Widowed,4.9
1515,2002,MELAKA,Divorced/permanently separated,2.8
1516,2002,N.SEMBILAN,Total,324.8
1517,2002,N.SEMBILAN,Never married,91.4
1518,2002,N.SEMBILAN,Married,222.7
1519,2002,N.SEMBILAN,Widowed,7.2
1520,2002,N.SEMBILAN,Divorced/permanently separated,3.5
1521,2002,PAHANG,Total,406.9
1522,2002,PAHANG,Never married,117.4
1523,2002,PAHANG,Married,277.3
1524,2002,PAHANG,Widowed,9.1
1525,2002,PAHANG,Divorced/permanently separated,3.1
1526,2002,P.PINANG,Total,643.1
1527,2002,P.PINANG,Never married,255.9
1528,2002,P.PINANG,Married,366.5
1529,2002,P.PINANG,Widowed,11.8
1530,2002,P.PINANG,Divorced/permanently separated,8.5
1531,2002,PERAK,Total,788.3
1532,2002,PERAK,Never married,237.3
1533,2002,PERAK,Married,522.2
1534,2002,PERAK,Widowed,18.7
1535,2002,PERAK,Divorced/permanently separated,10
1536,2002,PERLIS,Total,57
1537,2002,PERLIS,Never married,12
1538,2002,PERLIS,Married,42.9
1539,2002,PERLIS,Widowed,1.3
1540,2002,PERLIS,Divorced/permanently separated,0.7
1541,2002,SELANGOR,Total,1749.9
1542,2002,SELANGOR,Never married,601
1543,2002,SELANGOR,Married,1104.1
1544,2002,SELANGOR,Widowed,25.4
1545,2002,SELANGOR,Divorced/permanently separated,18.9
1546,2002,TERENGGANU,Total,279.6
1547,2002,TERENGGANU,Never married,81.1
1548,2002,TERENGGANU,Married,186
1549,2002,TERENGGANU,Widowed,6.8
1550,2002,TERENGGANU,Divorced/permanently separated,5.7
1551,2002,SABAH,Total,1028.8
1552,2002,SABAH,Never married,348.7
1553,2002,SABAH,Married,638.5
1554,2002,SABAH,Widowed,24.6
1555,2002,SABAH,Divorced/permanently separated,16.9
1556,2002,SARAWAK,Total,917.7
1557,2002,SARAWAK,Never married,271.6
1558,2002,SARAWAK,Married,611.4
1559,2002,SARAWAK,Widowed,22.9
1560,2002,SARAWAK,Divorced/permanently separated,11.6
1561,2002,W.P.KUALA LUMPUR,Total,794.1
1562,2002,W.P.KUALA LUMPUR,Never married,326.4
1563,2002,W.P.KUALA LUMPUR,Married,444.7
1564,2002,W.P.KUALA LUMPUR,Widowed,11.5
1565,2002,W.P.KUALA LUMPUR,Divorced/permanently separated,11.4
1566,2002,W.P.LABUAN,Total,32.9
1567,2002,W.P.LABUAN,Never married,11.2
1568,2002,W.P.LABUAN,Married,20.7
1569,2002,W.P.LABUAN,Widowed,0.4
1570,2002,W.P.LABUAN,Divorced/permanently separated,0.7
1571,2001,MALAYSIA,Total,9357
1572,2001,MALAYSIA,Never married,3060.9
1573,2001,MALAYSIA,Married,5995.3
1574,2001,MALAYSIA,Widowed,180.5
1575,2001,MALAYSIA,Divorced/permanently separated,119
1576,2001,JOHOR,Total,1235.9
1577,2001,JOHOR,Never married,453.1
1578,2001,JOHOR,Married,752.2
1579,2001,JOHOR,Widowed,21.1
1580,2001,JOHOR,Divorced/permanently separated,9.5
1581,2001,KEDAH,Total,701.1
1582,2001,KEDAH,Never married,200.9
1583,2001,KEDAH,Married,476.2
1584,2001,KEDAH,Widowed,13.7
1585,2001,KEDAH,Divorced/permanently separated,10.1
1586,2001,KELANTAN,Total,434.3
1587,2001,KELANTAN,Never married,96.9
1588,2001,KELANTAN,Married,315.6
1589,2001,KELANTAN,Widowed,14.1
1590,2001,KELANTAN,Divorced/permanently separated,7.6
1591,2001,MELAKA,Total,267.7
1592,2001,MELAKA,Never married,88.2
1593,2001,MELAKA,Married,170.1
1594,2001,MELAKA,Widowed,6
1595,2001,MELAKA,Divorced/permanently separated,3.3
1596,2001,N.SEMBILAN,Total,351.3
1597,2001,N.SEMBILAN,Never married,103
1598,2001,N.SEMBILAN,Married,237.4
1599,2001,N.SEMBILAN,Widowed,7
1600,2001,N.SEMBILAN,Divorced/permanently separated,3.9
1601,2001,PAHANG,Total,437.8
1602,2001,PAHANG,Never married,126.9
1603,2001,PAHANG,Married,298.1
1604,2001,PAHANG,Widowed,7.8
1605,2001,PAHANG,Divorced/permanently separated,4.9
1606,2001,P.PINANG,Total,714.9
1607,2001,P.PINANG,Never married,263.7
1608,2001,P.PINANG,Married,428
1609,2001,P.PINANG,Widowed,12.4
1610,2001,P.PINANG,Divorced/permanently separated,10.9
1611,2001,PERAK,Total,730.7
1612,2001,PERAK,Never married,228
1613,2001,PERAK,Married,474.2
1614,2001,PERAK,Widowed,19.9
1615,2001,PERAK,Divorced/permanently separated,8.3
1616,2001,PERLIS,Total,82.9
1617,2001,PERLIS,Never married,17.6
1618,2001,PERLIS,Married,61.4
1619,2001,PERLIS,Widowed,2.3
1620,2001,PERLIS,Divorced/permanently separated,1.5
1621,2001,SELANGOR,Total,1514.7
1622,2001,SELANGOR,Never married,539.8
1623,2001,SELANGOR,Married,942.1
1624,2001,SELANGOR,Widowed,18.8
1625,2001,SELANGOR,Divorced/permanently separated,13.9
1626,2001,TERENGGANU,Total,298.6
1627,2001,TERENGGANU,Never married,87.1
1628,2001,TERENGGANU,Married,198.9
1629,2001,TERENGGANU,Widowed,7.4
1630,2001,TERENGGANU,Divorced/permanently separated,5.2
1631,2001,SABAH,Total,979.1
1632,2001,SABAH,Never married,298.5
1633,2001,SABAH,Married,643.4
1634,2001,SABAH,Widowed,23
1635,2001,SABAH,Divorced/permanently separated,14.2
1636,2001,SARAWAK,Total,877.4
1637,2001,SARAWAK,Never married,268.6
1638,2001,SARAWAK,Married,577.8
1639,2001,SARAWAK,Widowed,17.7
1640,2001,SARAWAK,Divorced/permanently separated,13.4
1641,2001,W.P.KUALA LUMPUR,Total,703.7
1642,2001,W.P.KUALA LUMPUR,Never married,279.6
1643,2001,W.P.KUALA LUMPUR,Married,402.6
1644,2001,W.P.KUALA LUMPUR,Widowed,9.2
1645,2001,W.P.KUALA LUMPUR,Divorced/permanently separated,12
1646,2001,W.P.LABUAN,Total,27.2
1647,2001,W.P.LABUAN,Never married,9.2
1648,2001,W.P.LABUAN,Married,17.4
1649,2001,W.P.LABUAN,Widowed,0.1
1650,2001,W.P.LABUAN,Divorced/permanently separated,0.4
1651,2000,MALAYSIA,Total,9269.2
1652,2000,MALAYSIA,Never married,3128.6
1653,2000,MALAYSIA,Married,5846.4
1654,2000,MALAYSIA,Widowed,185.6
1655,2000,MALAYSIA,Divorced/permanently separated,108.6
1656,2000,JOHOR,Total,1195.4
1657,2000,JOHOR,Never married,452.6
1658,2000,JOHOR,Married,712.5
1659,2000,JOHOR,Widowed,19.1
1660,2000,JOHOR,Divorced/permanently separated,11.3
1661,2000,KEDAH,Total,626.5
1662,2000,KEDAH,Never married,178.3
1663,2000,KEDAH,Married,426.7
1664,2000,KEDAH,Widowed,14.4
1665,2000,KEDAH,Divorced/permanently separated,7.2
1666,2000,KELANTAN,Total,425.7
1667,2000,KELANTAN,Never married,93.2
1668,2000,KELANTAN,Married,310.4
1669,2000,KELANTAN,Widowed,13.6
1670,2000,KELANTAN,Divorced/permanently separated,8.6
1671,2000,MELAKA,Total,253.5
1672,2000,MELAKA,Never married,90.5
1673,2000,MELAKA,Married,156
1674,2000,MELAKA,Widowed,4.7
1675,2000,MELAKA,Divorced/permanently separated,2.4
1676,2000,N.SEMBILAN,Total,347.4
1677,2000,N.SEMBILAN,Never married,110.5
1678,2000,N.SEMBILAN,Married,226
1679,2000,N.SEMBILAN,Widowed,7.1
1680,2000,N.SEMBILAN,Divorced/permanently separated,3.9
1681,2000,PAHANG,Total,446.8
1682,2000,PAHANG,Never married,122.7
1683,2000,PAHANG,Married,308.4
1684,2000,PAHANG,Widowed,11
1685,2000,PAHANG,Divorced/permanently separated,4.8
1686,2000,P.PINANG,Total,669.2
1687,2000,P.PINANG,Never married,275.2
1688,2000,P.PINANG,Married,372.4
1689,2000,P.PINANG,Widowed,13.9
1690,2000,P.PINANG,Divorced/permanently separated,7.8
1691,2000,PERAK,Total,744.1
1692,2000,PERAK,Never married,228.1
1693,2000,PERAK,Married,489.3
1694,2000,PERAK,Widowed,18.9
1695,2000,PERAK,Divorced/permanently separated,7.8
1696,2000,PERLIS,Total,74.8
1697,2000,PERLIS,Never married,15.5
1698,2000,PERLIS,Married,56.3
1699,2000,PERLIS,Widowed,1.9
1700,2000,PERLIS,Divorced/permanently separated,1.1
1701,2000,SELANGOR,Total,1681.5
1702,2000,SELANGOR,Never married,602
1703,2000,SELANGOR,Married,1040.5
1704,2000,SELANGOR,Widowed,23.3
1705,2000,SELANGOR,Divorced/permanently separated,15.6
1706,2000,TERENGGANU,Total,306
1707,2000,TERENGGANU,Never married,91.4
1708,2000,TERENGGANU,Married,200.8
1709,2000,TERENGGANU,Widowed,8.7
1710,2000,TERENGGANU,Divorced/permanently separated,5.1
1711,2000,SABAH,Total,933.8
1712,2000,SABAH,Never married,309.2
1713,2000,SABAH,Married,594.7
1714,2000,SABAH,Widowed,17.4
1715,2000,SABAH,Divorced/permanently separated,12.5
1716,2000,SARAWAK,Total,876.3
1717,2000,SARAWAK,Never married,279.8
1718,2000,SARAWAK,Married,562.5
1719,2000,SARAWAK,Widowed,22.3
1720,2000,SARAWAK,Divorced/permanently separated,11.7
1721,2000,W.P.KUALA LUMPUR,Total,662.8
1722,2000,W.P.KUALA LUMPUR,Never married,272.6
1723,2000,W.P.KUALA LUMPUR,Married,372.5
1724,2000,W.P.KUALA LUMPUR,Widowed,9.3
1725,2000,W.P.KUALA LUMPUR,Divorced/permanently separated,8.5
1726,2000,W.P.LABUAN,Total,25.4
1727,2000,W.P.LABUAN,Never married,7.2
1728,2000,W.P.LABUAN,Married,17.5
1729,2000,W.P.LABUAN,Widowed,0.3
1730,2000,W.P.LABUAN,Divorced/permanently separated,0.4
1731,1999,MALAYSIA,Total,8837.8
1732,1999,MALAYSIA,Never married,2940.6
1733,1999,MALAYSIA,Married,5607.6
1734,1999,MALAYSIA,Widowed,172.5
1735,1999,MALAYSIA,Divorced/permanently separated,117.1
1736,1999,JOHOR,Total,1029
1737,1999,JOHOR,Never married,363.2
1738,1999,JOHOR,Married,642.8
1739,1999,JOHOR,Widowed,14.7
1740,1999,JOHOR,Divorced/permanently separated,8
1741,1999,KEDAH,Total,678.7
1742,1999,KEDAH,Never married,200
1743,1999,KEDAH,Married,451.8
1744,1999,KEDAH,Widowed,14.1
1745,1999,KEDAH,Divorced/permanently separated,12.6
1746,1999,KELANTAN,Total,436.8
1747,1999,KELANTAN,Never married,97.8
1748,1999,KELANTAN,Married,314.9
1749,1999,KELANTAN,Widowed,14.2
1750,1999,KELANTAN,Divorced/permanently separated,9.9
1751,1999,MELAKA,Total,243.1
1752,1999,MELAKA,Never married,82.7
1753,1999,MELAKA,Married,152.7
1754,1999,MELAKA,Widowed,4.6
1755,1999,MELAKA,Divorced/permanently separated,3.2
1756,1999,N.SEMBILAN,Total,274.8
1757,1999,N.SEMBILAN,Never married,85.2
1758,1999,N.SEMBILAN,Married,180.1
1759,1999,N.SEMBILAN,Widowed,5.3
1760,1999,N.SEMBILAN,Divorced/permanently separated,4.2
1761,1999,PAHANG,Total,384.4
1762,1999,PAHANG,Never married,118.8
1763,1999,PAHANG,Married,254.2
1764,1999,PAHANG,Widowed,8
1765,1999,PAHANG,Divorced/permanently separated,3.4
1766,1999,P.PINANG,Total,602.9
1767,1999,P.PINANG,Never married,234.8
1768,1999,P.PINANG,Married,346.2
1769,1999,P.PINANG,Widowed,11
1770,1999,P.PINANG,Divorced/permanently separated,10.1
1771,1999,PERAK,Total,684.5
1772,1999,PERAK,Never married,209.4
1773,1999,PERAK,Married,451.8
1774,1999,PERAK,Widowed,16.3
1775,1999,PERAK,Divorced/permanently separated,7.1
1776,1999,PERLIS,Total,78.5
1777,1999,PERLIS,Never married,18.4
1778,1999,PERLIS,Married,56.8
1779,1999,PERLIS,Widowed,2.1
1780,1999,PERLIS,Divorced/permanently separated,1.2
1781,1999,SELANGOR,Total,1427.2
1782,1999,SELANGOR,Never married,515.6
1783,1999,SELANGOR,Married,875.6
1784,1999,SELANGOR,Widowed,22.3
1785,1999,SELANGOR,Divorced/permanently separated,13.8
1786,1999,TERENGGANU,Total,300.1
1787,1999,TERENGGANU,Never married,91.6
1788,1999,TERENGGANU,Married,196
1789,1999,TERENGGANU,Widowed,7.1
1790,1999,TERENGGANU,Divorced/permanently separated,5.4
1791,1999,SABAH,Total,1101.8
1792,1999,SABAH,Never married,356.1
1793,1999,SABAH,Married,705.6
1794,1999,SABAH,Widowed,25.1
1795,1999,SABAH,Divorced/permanently separated,15.1
1796,1999,SARAWAK,Total,865
1797,1999,SARAWAK,Never married,279.7
1798,1999,SARAWAK,Married,555.6
1799,1999,SARAWAK,Widowed,15.8
1800,1999,SARAWAK,Divorced/permanently separated,13.8
1801,1999,W.P.KUALA LUMPUR,Total,689.7
1802,1999,W.P.KUALA LUMPUR,Never married,273.7
1803,1999,W.P.KUALA LUMPUR,Married,395.5
1804,1999,W.P.KUALA LUMPUR,Widowed,11.2
1805,1999,W.P.KUALA LUMPUR,Divorced/permanently separated,9.1
1806,1999,W.P.LABUAN,Total,41.2
1807,1999,W.P.LABUAN,Never married,12.2
1808,1999,W.P.LABUAN,Married,28
1809,1999,W.P.LABUAN,Widowed,0.8
1810,1999,W.P.LABUAN,Divorced/permanently separated,0.3
1811,1998,MALAYSIA,Total,8599.6
1812,1998,MALAYSIA,Never married,2860.2
1813,1998,MALAYSIA,Married,5449.9
1814,1998,MALAYSIA,Widowed,186.6
1815,1998,MALAYSIA,Divorced/permanently separated,102.9
1816,1998,JOHOR,Total,1027
1817,1998,JOHOR,Never married,372.6
1818,1998,JOHOR,Married,626.8
1819,1998,JOHOR,Widowed,20.1
1820,1998,JOHOR,Divorced/permanently separated,7.4
1821,1998,KEDAH,Total,567.3
1822,1998,KEDAH,Never married,165.4
1823,1998,KEDAH,Married,377.3
1824,1998,KEDAH,Widowed,14.3
1825,1998,KEDAH,Divorced/permanently separated,10.3
1826,1998,KELANTAN,Total,430.7
1827,1998,KELANTAN,Never married,98.6
1828,1998,KELANTAN,Married,308.5
1829,1998,KELANTAN,Widowed,12.9
1830,1998,KELANTAN,Divorced/permanently separated,10.7
1831,1998,MELAKA,Total,242.4
1832,1998,MELAKA,Never married,78.2
1833,1998,MELAKA,Married,157
1834,1998,MELAKA,Widowed,4.8
1835,1998,MELAKA,Divorced/permanently separated,2.4
1836,1998,N.SEMBILAN,Total,304.4
1837,1998,N.SEMBILAN,Never married,95.4
1838,1998,N.SEMBILAN,Married,198.6
1839,1998,N.SEMBILAN,Widowed,6.4
1840,1998,N.SEMBILAN,Divorced/permanently separated,3.9
1841,1998,PAHANG,Total,364.9
1842,1998,PAHANG,Never married,105.5
1843,1998,PAHANG,Married,248.9
1844,1998,PAHANG,Widowed,8
1845,1998,PAHANG,Divorced/permanently separated,2.6
1846,1998,P.PINANG,Total,585.2
1847,1998,P.PINANG,Never married,225.1
1848,1998,P.PINANG,Married,342.4
1849,1998,P.PINANG,Widowed,11
1850,1998,P.PINANG,Divorced/permanently separated,6.7
1851,1998,PERAK,Total,685
1852,1998,PERAK,Never married,218.4
1853,1998,PERAK,Married,438
1854,1998,PERAK,Widowed,21
1855,1998,PERAK,Divorced/permanently separated,7.3
1856,1998,PERLIS,Total,71
1857,1998,PERLIS,Never married,15.8
1858,1998,PERLIS,Married,52.2
1859,1998,PERLIS,Widowed,1.7
1860,1998,PERLIS,Divorced/permanently separated,1.3
1861,1998,SELANGOR,Total,1430.4
1862,1998,SELANGOR,Never married,524.2
1863,1998,SELANGOR,Married,870.8
1864,1998,SELANGOR,Widowed,22.5
1865,1998,SELANGOR,Divorced/permanently separated,12.6
1866,1998,TERENGGANU,Total,293.5
1867,1998,TERENGGANU,Never married,91.2
1868,1998,TERENGGANU,Married,189.3
1869,1998,TERENGGANU,Widowed,7.9
1870,1998,TERENGGANU,Divorced/permanently separated,5
1871,1998,SABAH,Total,1068.3
1872,1998,SABAH,Never married,336.1
1873,1998,SABAH,Married,692.9
1874,1998,SABAH,Widowed,26.6
1875,1998,SABAH,Divorced/permanently separated,12.8
1876,1998,SARAWAK,Total,824.3
1877,1998,SARAWAK,Never married,250.4
1878,1998,SARAWAK,Married,544.9
1879,1998,SARAWAK,Widowed,17.8
1880,1998,SARAWAK,Divorced/permanently separated,11.3
1881,1998,W.P.KUALA LUMPUR,Total,668.3
1882,1998,W.P.KUALA LUMPUR,Never married,269.7
1883,1998,W.P.KUALA LUMPUR,Married,380
1884,1998,W.P.KUALA LUMPUR,Widowed,11.3
1885,1998,W.P.KUALA LUMPUR,Divorced/permanently separated,7.4
1886,1998,W.P.LABUAN,Total,37
1887,1998,W.P.LABUAN,Never married,13.2
1888,1998,W.P.LABUAN,Married,22.4
1889,1998,W.P.LABUAN,Widowed,0.4
