_id,Year,Country/State,Classification,Occupation,Person ('000)
2316,2005,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,9.4
2317,2005,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,7.7
2318,2005,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,11.6
2319,2005,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,6.0
2320,2005,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",4.1
2321,2005,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,15.2
2322,2005,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,8.0
2323,2005,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,175.9
2324,2005,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,294.0
2325,2005,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,170.4
2326,2005,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,300.4
2327,2005,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,243.7
2328,2005,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,259.7
2329,2005,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",263.7
2330,2005,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,233.4
2331,2005,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,44.8
2332,2005,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,15.1
2333,2005,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,42.3
2334,2005,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,70.1
2335,2005,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,28.6
2336,2005,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,39.9
2337,2005,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,22.6
2338,2005,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",11.4
2339,2005,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,62.4
2340,2005,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,49.6
2341,2005,SABAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,32.2
2342,2005,SABAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,107.0
2343,2005,SABAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,105.0
2344,2005,SABAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,121.1
2345,2005,SABAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,132.2
2346,2005,SABAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,88.3
2347,2005,SABAH,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",52.3
2348,2005,SABAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,148.2
2349,2005,SABAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,320.4
2350,2005,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,37.7
2351,2005,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,103.1
2352,2005,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,115.3
2353,2005,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,87.4
2354,2005,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,84.7
2355,2005,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,78.5
2356,2005,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",50.2
2357,2005,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,103.3
2358,2005,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,250.8
2359,2005,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,78.4
2360,2005,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,90.1
2361,2005,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,62.2
2362,2005,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,49.9
2363,2005,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,76.5
2364,2005,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,96.5
2365,2005,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",99.3
2366,2005,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,122.3
2367,2005,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,0.1
2368,2005,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,1.3
2369,2005,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,3.5
2370,2005,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,4.5
2371,2005,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,2.1
2372,2005,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,6.3
2373,2005,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,2.9
2374,2005,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",1.9
2375,2005,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,6.3
2376,2005,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,1.8
2377,2005,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,19.1
2378,2005,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,50.3
2379,2005,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,41.5
2380,2005,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,58.3
2381,2005,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,41.3
2382,2005,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,34.0
2383,2005,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",25.1
2384,2005,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,60.2
2385,2005,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,42.9
2386,2005,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,42.3
2387,2005,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,91.8
2388,2005,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,69.5
2389,2005,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,125.8
2390,2005,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,72.8
2391,2005,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,70.4
2392,2005,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",48.2
2393,2005,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,88.0
2394,2005,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,12.9
2395,2004,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,561.3
2396,2004,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,1211.6
2397,2004,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,1165.2
2398,2004,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,1409.9
2399,2004,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,1068.5
2400,2004,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,931.2
2401,2004,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",859.3
2402,2004,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,1479.7
2403,2004,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,1292.8
2404,2004,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,51.5
2405,2004,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,152.0
2406,2004,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,170.6
2407,2004,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,264.2
2408,2004,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,110.0
2409,2004,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,110.9
2410,2004,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",77.8
2411,2004,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,185.5
2412,2004,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,110.2
2413,2004,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,28.2
2414,2004,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,71.5
2415,2004,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,75.2
2416,2004,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,120.0
2417,2004,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,75.8
2418,2004,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,40.5
2419,2004,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",24.3
2420,2004,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,117.3
2421,2004,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,101.8
2422,2004,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,22.5
2423,2004,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,45.0
2424,2004,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,67.7
2425,2004,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,32.7
2426,2004,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,45.1
2427,2004,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,21.3
2428,2004,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",46.7
2429,2004,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,63.0
2430,2004,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,92.5
2431,2004,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,14.6
2432,2004,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,43.1
2433,2004,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,25.4
2434,2004,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,48.1
2435,2004,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,28.4
2436,2004,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,27.1
2437,2004,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",22.4
2438,2004,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,41.3
2439,2004,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,14.8
2440,2004,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,18.3
2441,2004,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,57.1
2442,2004,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,56.4
2443,2004,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,57.2
2444,2004,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,55.1
2445,2004,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,37.1
2446,2004,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",31.7
2447,2004,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,93.0
2448,2004,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,120.2
2449,2004,PERAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,32.3
2450,2004,PERAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,89.4
2451,2004,PERAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,105.4
2452,2004,PERAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,122.0
2453,2004,PERAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,89.5
2454,2004,PERAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,59.9
2455,2004,PERAK,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",62.8
2456,2004,PERAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,132.5
2457,2004,PERAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,97.2
2458,2004,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,3.2
2459,2004,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,7.6
2460,2004,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,8.7
2461,2004,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,8.0
2462,2004,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,11.5
2463,2004,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,5.4
2464,2004,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",4.4
2465,2004,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,14.8
2466,2004,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,10.4
2467,2004,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,176.5
2468,2004,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,284.8
2469,2004,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,176.7
2470,2004,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,281.6
2471,2004,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,222.1
2472,2004,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,254.4
2473,2004,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",266.8
2474,2004,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,246.5
2475,2004,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,64.0
2476,2004,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,15.2
2477,2004,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,38.5
2478,2004,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,69.8
2479,2004,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,30.8
2480,2004,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,33.9
2481,2004,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,18.9
2482,2004,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",13.3
2483,2004,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,62.2
2484,2004,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,54.2
2485,2004,SABAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,32.3
2486,2004,SABAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,103.8
2487,2004,SABAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,104.7
2488,2004,SABAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,127.2
2489,2004,SABAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,112.6
2490,2004,SABAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,81.4
2491,2004,SABAH,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",64.6
2492,2004,SABAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,144.4
2493,2004,SABAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,310.7
2494,2004,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,38.9
2495,2004,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,101.4
2496,2004,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,116.9
2497,2004,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,88.4
2498,2004,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,93.2
2499,2004,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,70.3
2500,2004,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",51.0
2501,2004,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,104.8
2502,2004,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,253.8
2503,2004,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,73.0
2504,2004,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,83.7
2505,2004,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,65.2
2506,2004,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,46.2
2507,2004,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,71.3
2508,2004,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,100.2
2509,2004,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",108.1
2510,2004,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,123.8
2511,2004,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,0.3
2512,2004,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,1.5
2513,2004,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,3.3
2514,2004,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,4.8
2515,2004,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,2.3
2516,2004,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,7.1
2517,2004,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,3.1
2518,2004,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",2.5
2519,2004,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,6.5
2520,2004,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,1.1
2521,2004,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,16.8
2522,2004,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,48.7
2523,2004,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,38.9
2524,2004,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,56.6
2525,2004,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,36.6
2526,2004,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,29.6
2527,2004,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",29.3
2528,2004,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,56.3
2529,2004,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,47.6
2530,2004,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,36.7
2531,2004,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,81.8
2532,2004,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,78.9
2533,2004,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,124.6
2534,2004,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,76.3
2535,2004,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,71.2
2536,2004,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",53.6
2537,2004,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,87.9
2538,2004,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,14.0
2539,2003,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,530.3
2540,2003,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,1219.9
2541,2003,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,1235.6
2542,2003,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,1420.7
2543,2003,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,1082.6
2544,2003,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,937.8
2545,2003,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",793.5
2546,2003,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,1399.4
2547,2003,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,1249.8
2548,2003,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,44.5
2549,2003,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,154.5
2550,2003,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,200.1
2551,2003,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,278.2
2552,2003,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,104.3
2553,2003,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,105.8
2554,2003,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",78.5
2555,2003,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,168.5
2556,2003,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,134.7
2557,2003,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,31.1
2558,2003,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,74.7
2559,2003,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,70.7
2560,2003,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,131.7
2561,2003,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,75.0
2562,2003,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,46.1
2563,2003,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",20.5
2564,2003,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,114.2
2565,2003,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,93.9
2566,2003,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,22.2
2567,2003,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,55.2
2568,2003,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,73.7
