_id,Year,State/Country,Classification,Industry,Person ('000)
4421,2008,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2000,Education,28.5
4422,2008,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2000,"Agriculture, hunting and forestry",1
4423,2008,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2000,"Electricity, gas and water supply",3.5
4424,2008,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2000,Financial intermediation,49.5
4425,2008,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2000,Fishing,0
4426,2008,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2000,Health and social work,18.9
4427,2008,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2000,Hotels and restaurants,55.8
4428,2008,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2000,Manufacturing,62.2
4429,2008,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2000,"Other community, social and personal service activities",22.3
4430,2008,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2000,Private households with employed persons,25.9
4431,2008,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2000,"Real estate, renting and business activities",84
4432,2008,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2000,"Transport, storage and communications",41.3
4433,2008,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2000,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",161.7
4434,2008,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2000,Total,32.5
4435,2008,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2000,Mining and quarrying,2.5
4436,2008,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2000,Construction,6.3
4437,2008,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2000,Public administration and defence; compulsory social security,3.8
4438,2008,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2000,Education,2.1
4439,2008,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2000,"Agriculture, hunting and forestry",0.5
4440,2008,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2000,"Electricity, gas and water supply",0.3
4441,2008,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2000,Financial intermediation,1
4442,2008,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2000,Fishing,0.9
4443,2008,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2000,Health and social work,0.4
4444,2008,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2000,Hotels and restaurants,2.5
4445,2008,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2000,Manufacturing,3.1
4446,2008,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2000,"Other community, social and personal service activities",0.6
4447,2008,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2000,Private households with employed persons,1
4448,2008,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2000,"Real estate, renting and business activities",1.4
4449,2008,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2000,"Transport, storage and communications",2.7
4450,2008,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2000,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",3.6
4451,2007,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2000,Total,10538.1
4452,2007,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2000,Mining and quarrying,39.4
4453,2007,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2000,Construction,922.5
4454,2007,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2000,Public administration and defence; compulsory social security,716.1
4455,2007,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2000,Education,632.7
4456,2007,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2000,"Agriculture, hunting and forestry",1437.3
4457,2007,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2000,"Electricity, gas and water supply",60.8
4458,2007,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2000,Financial intermediation,282.2
4459,2007,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2000,Fishing,120.9
4460,2007,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2000,Health and social work,238.9
4461,2007,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2000,Hotels and restaurants,760.7
4462,2007,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2000,Manufacturing,1977.3
4463,2007,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2000,"Other community, social and personal service activities",266.5
4464,2007,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2000,Private households with employed persons,272.7
4465,2007,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2000,"Real estate, renting and business activities",558.1
4466,2007,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2000,"Transport, storage and communications",538.2
4467,2007,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2000,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",1712.1
4468,2007,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2000,Total,1286.7
4469,2007,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2000,Mining and quarrying,7.7
4470,2007,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2000,Construction,116
4471,2007,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2000,Public administration and defence; compulsory social security,55.8
4472,2007,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2000,Education,69.3
4473,2007,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2000,"Agriculture, hunting and forestry",121.7
4474,2007,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2000,"Electricity, gas and water supply",6.1
4475,2007,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2000,Financial intermediation,22.4
4476,2007,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2000,Fishing,9.5
4477,2007,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2000,Health and social work,21.8
4478,2007,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2000,Hotels and restaurants,92.2
4479,2007,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2000,Manufacturing,367.3
4480,2007,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2000,"Other community, social and personal service activities",30.4
4481,2007,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2000,Private households with employed persons,32.9
4482,2007,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2000,"Real estate, renting and business activities",56.4
4483,2007,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2000,"Transport, storage and communications",74.7
4484,2007,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2000,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",202.5
4485,2007,KEDAH,Malaysia Standard Industrial Classification (MSIC) 2000,Total,670.4
4486,2007,KEDAH,Malaysia Standard Industrial Classification (MSIC) 2000,Mining and quarrying,1.2
4487,2007,KEDAH,Malaysia Standard Industrial Classification (MSIC) 2000,Construction,45.6
4488,2007,KEDAH,Malaysia Standard Industrial Classification (MSIC) 2000,Public administration and defence; compulsory social security,48.3
4489,2007,KEDAH,Malaysia Standard Industrial Classification (MSIC) 2000,Education,42.3
4490,2007,KEDAH,Malaysia Standard Industrial Classification (MSIC) 2000,"Agriculture, hunting and forestry",96.1
4491,2007,KEDAH,Malaysia Standard Industrial Classification (MSIC) 2000,"Electricity, gas and water supply",3.8
4492,2007,KEDAH,Malaysia Standard Industrial Classification (MSIC) 2000,Financial intermediation,7.2
4493,2007,KEDAH,Malaysia Standard Industrial Classification (MSIC) 2000,Fishing,6.6
4494,2007,KEDAH,Malaysia Standard Industrial Classification (MSIC) 2000,Health and social work,15.6
4495,2007,KEDAH,Malaysia Standard Industrial Classification (MSIC) 2000,Hotels and restaurants,51.4
4496,2007,KEDAH,Malaysia Standard Industrial Classification (MSIC) 2000,Manufacturing,168.7
4497,2007,KEDAH,Malaysia Standard Industrial Classification (MSIC) 2000,"Other community, social and personal service activities",15.9
4498,2007,KEDAH,Malaysia Standard Industrial Classification (MSIC) 2000,Private households with employed persons,10
4499,2007,KEDAH,Malaysia Standard Industrial Classification (MSIC) 2000,"Real estate, renting and business activities",24.5
4500,2007,KEDAH,Malaysia Standard Industrial Classification (MSIC) 2000,"Transport, storage and communications",28.5
4501,2007,KEDAH,Malaysia Standard Industrial Classification (MSIC) 2000,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",104.7
4502,2007,KELANTAN,Malaysia Standard Industrial Classification (MSIC) 2000,Total,473.1
4503,2007,KELANTAN,Malaysia Standard Industrial Classification (MSIC) 2000,Mining and quarrying,1.3
4504,2007,KELANTAN,Malaysia Standard Industrial Classification (MSIC) 2000,Construction,56.6
4505,2007,KELANTAN,Malaysia Standard Industrial Classification (MSIC) 2000,Public administration and defence; compulsory social security,37.6
4506,2007,KELANTAN,Malaysia Standard Industrial Classification (MSIC) 2000,Education,37.8
4507,2007,KELANTAN,Malaysia Standard Industrial Classification (MSIC) 2000,"Agriculture, hunting and forestry",99.9
4508,2007,KELANTAN,Malaysia Standard Industrial Classification (MSIC) 2000,"Electricity, gas and water supply",1.5
4509,2007,KELANTAN,Malaysia Standard Industrial Classification (MSIC) 2000,Financial intermediation,4.3
4510,2007,KELANTAN,Malaysia Standard Industrial Classification (MSIC) 2000,Fishing,2.4
4511,2007,KELANTAN,Malaysia Standard Industrial Classification (MSIC) 2000,Health and social work,12.6
4512,2007,KELANTAN,Malaysia Standard Industrial Classification (MSIC) 2000,Hotels and restaurants,41.4
4513,2007,KELANTAN,Malaysia Standard Industrial Classification (MSIC) 2000,Manufacturing,54.4
4514,2007,KELANTAN,Malaysia Standard Industrial Classification (MSIC) 2000,"Other community, social and personal service activities",8.9
4515,2007,KELANTAN,Malaysia Standard Industrial Classification (MSIC) 2000,Private households with employed persons,5.5
4516,2007,KELANTAN,Malaysia Standard Industrial Classification (MSIC) 2000,"Real estate, renting and business activities",10.7
4517,2007,KELANTAN,Malaysia Standard Industrial Classification (MSIC) 2000,"Transport, storage and communications",13.8
4518,2007,KELANTAN,Malaysia Standard Industrial Classification (MSIC) 2000,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",84.2
4519,2007,MELAKA,Malaysia Standard Industrial Classification (MSIC) 2000,Total,284.3
4520,2007,MELAKA,Malaysia Standard Industrial Classification (MSIC) 2000,Mining and quarrying,0.8
4521,2007,MELAKA,Malaysia Standard Industrial Classification (MSIC) 2000,Construction,20.7
4522,2007,MELAKA,Malaysia Standard Industrial Classification (MSIC) 2000,Public administration and defence; compulsory social security,21.6
4523,2007,MELAKA,Malaysia Standard Industrial Classification (MSIC) 2000,Education,22
4524,2007,MELAKA,Malaysia Standard Industrial Classification (MSIC) 2000,"Agriculture, hunting and forestry",15.1
4525,2007,MELAKA,Malaysia Standard Industrial Classification (MSIC) 2000,"Electricity, gas and water supply",1.8
4526,2007,MELAKA,Malaysia Standard Industrial Classification (MSIC) 2000,Financial intermediation,5.1
4527,2007,MELAKA,Malaysia Standard Industrial Classification (MSIC) 2000,Fishing,0.9
4528,2007,MELAKA,Malaysia Standard Industrial Classification (MSIC) 2000,Health and social work,8.1
4529,2007,MELAKA,Malaysia Standard Industrial Classification (MSIC) 2000,Hotels and restaurants,26.1
4530,2007,MELAKA,Malaysia Standard Industrial Classification (MSIC) 2000,Manufacturing,77.4
4531,2007,MELAKA,Malaysia Standard Industrial Classification (MSIC) 2000,"Other community, social and personal service activities",8.5
4532,2007,MELAKA,Malaysia Standard Industrial Classification (MSIC) 2000,Private households with employed persons,7.9
4533,2007,MELAKA,Malaysia Standard Industrial Classification (MSIC) 2000,"Real estate, renting and business activities",10.8
4534,2007,MELAKA,Malaysia Standard Industrial Classification (MSIC) 2000,"Transport, storage and communications",11.6
4535,2007,MELAKA,Malaysia Standard Industrial Classification (MSIC) 2000,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",45.7
4536,2007,NEGERI SEMBILAN,Malaysia Standard Industrial Classification (MSIC) 2000,Total,381.6
4537,2007,NEGERI SEMBILAN,Malaysia Standard Industrial Classification (MSIC) 2000,Mining and quarrying,0.7
4538,2007,NEGERI SEMBILAN,Malaysia Standard Industrial Classification (MSIC) 2000,Construction,37
4539,2007,NEGERI SEMBILAN,Malaysia Standard Industrial Classification (MSIC) 2000,Public administration and defence; compulsory social security,29.3
4540,2007,NEGERI SEMBILAN,Malaysia Standard Industrial Classification (MSIC) 2000,Education,24.5
4541,2007,NEGERI SEMBILAN,Malaysia Standard Industrial Classification (MSIC) 2000,"Agriculture, hunting and forestry",61.2
4542,2007,NEGERI SEMBILAN,Malaysia Standard Industrial Classification (MSIC) 2000,"Electricity, gas and water supply",2.4
4543,2007,NEGERI SEMBILAN,Malaysia Standard Industrial Classification (MSIC) 2000,Financial intermediation,7.5
4544,2007,NEGERI SEMBILAN,Malaysia Standard Industrial Classification (MSIC) 2000,Fishing,0.3
4545,2007,NEGERI SEMBILAN,Malaysia Standard Industrial Classification (MSIC) 2000,Health and social work,8
4546,2007,NEGERI SEMBILAN,Malaysia Standard Industrial Classification (MSIC) 2000,Hotels and restaurants,28.4
4547,2007,NEGERI SEMBILAN,Malaysia Standard Industrial Classification (MSIC) 2000,Manufacturing,69.6
4548,2007,NEGERI SEMBILAN,Malaysia Standard Industrial Classification (MSIC) 2000,"Other community, social and personal service activities",8.3
4549,2007,NEGERI SEMBILAN,Malaysia Standard Industrial Classification (MSIC) 2000,Private households with employed persons,8.1
4550,2007,NEGERI SEMBILAN,Malaysia Standard Industrial Classification (MSIC) 2000,"Real estate, renting and business activities",17
4551,2007,NEGERI SEMBILAN,Malaysia Standard Industrial Classification (MSIC) 2000,"Transport, storage and communications",19.4
4552,2007,NEGERI SEMBILAN,Malaysia Standard Industrial Classification (MSIC) 2000,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",59.7
4553,2007,PAHANG,Malaysia Standard Industrial Classification (MSIC) 2000,Total,561.9
4554,2007,PAHANG,Malaysia Standard Industrial Classification (MSIC) 2000,Mining and quarrying,1.7
4555,2007,PAHANG,Malaysia Standard Industrial Classification (MSIC) 2000,Construction,39.3
4556,2007,PAHANG,Malaysia Standard Industrial Classification (MSIC) 2000,Public administration and defence; compulsory social security,43
4557,2007,PAHANG,Malaysia Standard Industrial Classification (MSIC) 2000,Education,39.3
4558,2007,PAHANG,Malaysia Standard Industrial Classification (MSIC) 2000,"Agriculture, hunting and forestry",157.2
4559,2007,PAHANG,Malaysia Standard Industrial Classification (MSIC) 2000,"Electricity, gas and water supply",3.8
4560,2007,PAHANG,Malaysia Standard Industrial Classification (MSIC) 2000,Financial intermediation,8.7
4561,2007,PAHANG,Malaysia Standard Industrial Classification (MSIC) 2000,Fishing,8.2
4562,2007,PAHANG,Malaysia Standard Industrial Classification (MSIC) 2000,Health and social work,12.3
4563,2007,PAHANG,Malaysia Standard Industrial Classification (MSIC) 2000,Hotels and restaurants,52.6
4564,2007,PAHANG,Malaysia Standard Industrial Classification (MSIC) 2000,Manufacturing,56.2
4565,2007,PAHANG,Malaysia Standard Industrial Classification (MSIC) 2000,"Other community, social and personal service activities",15.4
4566,2007,PAHANG,Malaysia Standard Industrial Classification (MSIC) 2000,Private households with employed persons,12
4567,2007,PAHANG,Malaysia Standard Industrial Classification (MSIC) 2000,"Real estate, renting and business activities",16.1
4568,2007,PAHANG,Malaysia Standard Industrial Classification (MSIC) 2000,"Transport, storage and communications",16.2
4569,2007,PAHANG,Malaysia Standard Industrial Classification (MSIC) 2000,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",80
4570,2007,PULAU PINANG,Malaysia Standard Industrial Classification (MSIC) 2000,Total,653.5
4571,2007,PULAU PINANG,Malaysia Standard Industrial Classification (MSIC) 2000,Mining and quarrying,0.8
4572,2007,PULAU PINANG,Malaysia Standard Industrial Classification (MSIC) 2000,Construction,44.9
4573,2007,PULAU PINANG,Malaysia Standard Industrial Classification (MSIC) 2000,Public administration and defence; compulsory social security,30.6
4574,2007,PULAU PINANG,Malaysia Standard Industrial Classification (MSIC) 2000,Education,31.9
4575,2007,PULAU PINANG,Malaysia Standard Industrial Classification (MSIC) 2000,"Agriculture, hunting and forestry",10.3
4576,2007,PULAU PINANG,Malaysia Standard Industrial Classification (MSIC) 2000,"Electricity, gas and water supply",3.8
4577,2007,PULAU PINANG,Malaysia Standard Industrial Classification (MSIC) 2000,Financial intermediation,15.1
4578,2007,PULAU PINANG,Malaysia Standard Industrial Classification (MSIC) 2000,Fishing,6.4
4579,2007,PULAU PINANG,Malaysia Standard Industrial Classification (MSIC) 2000,Health and social work,19.1
4580,2007,PULAU PINANG,Malaysia Standard Industrial Classification (MSIC) 2000,Hotels and restaurants,57.3
4581,2007,PULAU PINANG,Malaysia Standard Industrial Classification (MSIC) 2000,Manufacturing,229.2
4582,2007,PULAU PINANG,Malaysia Standard Industrial Classification (MSIC) 2000,"Other community, social and personal service activities",15.9
4583,2007,PULAU PINANG,Malaysia Standard Industrial Classification (MSIC) 2000,Private households with employed persons,16.5
4584,2007,PULAU PINANG,Malaysia Standard Industrial Classification (MSIC) 2000,"Real estate, renting and business activities",34.5
4585,2007,PULAU PINANG,Malaysia Standard Industrial Classification (MSIC) 2000,"Transport, storage and communications",34.9
4586,2007,PULAU PINANG,Malaysia Standard Industrial Classification (MSIC) 2000,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",102.4
4587,2007,PERAK,Malaysia Standard Industrial Classification (MSIC) 2000,Total,852.2
4588,2007,PERAK,Malaysia Standard Industrial Classification (MSIC) 2000,Mining and quarrying,2.9
4589,2007,PERAK,Malaysia Standard Industrial Classification (MSIC) 2000,Construction,71.4
4590,2007,PERAK,Malaysia Standard Industrial Classification (MSIC) 2000,Public administration and defence; compulsory social security,74.7
4591,2007,PERAK,Malaysia Standard Industrial Classification (MSIC) 2000,Education,50.3
4592,2007,PERAK,Malaysia Standard Industrial Classification (MSIC) 2000,"Agriculture, hunting and forestry",116.4
4593,2007,PERAK,Malaysia Standard Industrial Classification (MSIC) 2000,"Electricity, gas and water supply",3.4
4594,2007,PERAK,Malaysia Standard Industrial Classification (MSIC) 2000,Financial intermediation,15.8
4595,2007,PERAK,Malaysia Standard Industrial Classification (MSIC) 2000,Fishing,14.9
4596,2007,PERAK,Malaysia Standard Industrial Classification (MSIC) 2000,Health and social work,21.1
4597,2007,PERAK,Malaysia Standard Industrial Classification (MSIC) 2000,Hotels and restaurants,80.3
4598,2007,PERAK,Malaysia Standard Industrial Classification (MSIC) 2000,Manufacturing,154.3
4599,2007,PERAK,Malaysia Standard Industrial Classification (MSIC) 2000,"Other community, social and personal service activities",18.3
4600,2007,PERAK,Malaysia Standard Industrial Classification (MSIC) 2000,Private households with employed persons,25.6
4601,2007,PERAK,Malaysia Standard Industrial Classification (MSIC) 2000,"Real estate, renting and business activities",33
4602,2007,PERAK,Malaysia Standard Industrial Classification (MSIC) 2000,"Transport, storage and communications",31.7
4603,2007,PERAK,Malaysia Standard Industrial Classification (MSIC) 2000,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",138
4604,2007,PERLIS,Malaysia Standard Industrial Classification (MSIC) 2000,Total,80
4605,2007,PERLIS,Malaysia Standard Industrial Classification (MSIC) 2000,Mining and quarrying,0.1
4606,2007,PERLIS,Malaysia Standard Industrial Classification (MSIC) 2000,Construction,7.8
4607,2007,PERLIS,Malaysia Standard Industrial Classification (MSIC) 2000,Public administration and defence; compulsory social security,8.8
4608,2007,PERLIS,Malaysia Standard Industrial Classification (MSIC) 2000,Education,8.2
4609,2007,PERLIS,Malaysia Standard Industrial Classification (MSIC) 2000,"Agriculture, hunting and forestry",11.9
4610,2007,PERLIS,Malaysia Standard Industrial Classification (MSIC) 2000,"Electricity, gas and water supply",0.3
4611,2007,PERLIS,Malaysia Standard Industrial Classification (MSIC) 2000,Financial intermediation,0.7
4612,2007,PERLIS,Malaysia Standard Industrial Classification (MSIC) 2000,Fishing,1.7
4613,2007,PERLIS,Malaysia Standard Industrial Classification (MSIC) 2000,Health and social work,2.6
4614,2007,PERLIS,Malaysia Standard Industrial Classification (MSIC) 2000,Hotels and restaurants,7.4
4615,2007,PERLIS,Malaysia Standard Industrial Classification (MSIC) 2000,Manufacturing,10.6
4616,2007,PERLIS,Malaysia Standard Industrial Classification (MSIC) 2000,"Other community, social and personal service activities",1.7
4617,2007,PERLIS,Malaysia Standard Industrial Classification (MSIC) 2000,Private households with employed persons,1.4
4618,2007,PERLIS,Malaysia Standard Industrial Classification (MSIC) 2000,"Real estate, renting and business activities",2.1
4619,2007,PERLIS,Malaysia Standard Industrial Classification (MSIC) 2000,"Transport, storage and communications",3
4620,2007,PERLIS,Malaysia Standard Industrial Classification (MSIC) 2000,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",11.9
4621,2007,SELANGOR,Malaysia Standard Industrial Classification (MSIC) 2000,Total,2064.2
4622,2007,SELANGOR,Malaysia Standard Industrial Classification (MSIC) 2000,Mining and quarrying,4.1
4623,2007,SELANGOR,Malaysia Standard Industrial Classification (MSIC) 2000,Construction,178.7
4624,2007,SELANGOR,Malaysia Standard Industrial Classification (MSIC) 2000,Public administration and defence; compulsory social security,122.5
4625,2007,SELANGOR,Malaysia Standard Industrial Classification (MSIC) 2000,Education,121.1
4626,2007,SELANGOR,Malaysia Standard Industrial Classification (MSIC) 2000,"Agriculture, hunting and forestry",46.4
4627,2007,SELANGOR,Malaysia Standard Industrial Classification (MSIC) 2000,"Electricity, gas and water supply",13.1
4628,2007,SELANGOR,Malaysia Standard Industrial Classification (MSIC) 2000,Financial intermediation,113
4629,2007,SELANGOR,Malaysia Standard Industrial Classification (MSIC) 2000,Fishing,7.9
4630,2007,SELANGOR,Malaysia Standard Industrial Classification (MSIC) 2000,Health and social work,49.1
4631,2007,SELANGOR,Malaysia Standard Industrial Classification (MSIC) 2000,Hotels and restaurants,126.3
4632,2007,SELANGOR,Malaysia Standard Industrial Classification (MSIC) 2000,Manufacturing,446.2
4633,2007,SELANGOR,Malaysia Standard Industrial Classification (MSIC) 2000,"Other community, social and personal service activities",58.8
4634,2007,SELANGOR,Malaysia Standard Industrial Classification (MSIC) 2000,Private households with employed persons,69.5
4635,2007,SELANGOR,Malaysia Standard Industrial Classification (MSIC) 2000,"Real estate, renting and business activities",196.7
4636,2007,SELANGOR,Malaysia Standard Industrial Classification (MSIC) 2000,"Transport, storage and communications",161.4
4637,2007,SELANGOR,Malaysia Standard Industrial Classification (MSIC) 2000,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",348.7
4638,2007,TERENGGANU,Malaysia Standard Industrial Classification (MSIC) 2000,Total,363
4639,2007,TERENGGANU,Malaysia Standard Industrial Classification (MSIC) 2000,Mining and quarrying,5.3
4640,2007,TERENGGANU,Malaysia Standard Industrial Classification (MSIC) 2000,Construction,52.2
4641,2007,TERENGGANU,Malaysia Standard Industrial Classification (MSIC) 2000,Public administration and defence; compulsory social security,35
4642,2007,TERENGGANU,Malaysia Standard Industrial Classification (MSIC) 2000,Education,27.7
4643,2007,TERENGGANU,Malaysia Standard Industrial Classification (MSIC) 2000,"Agriculture, hunting and forestry",49.1
4644,2007,TERENGGANU,Malaysia Standard Industrial Classification (MSIC) 2000,"Electricity, gas and water supply",3.5
4645,2007,TERENGGANU,Malaysia Standard Industrial Classification (MSIC) 2000,Financial intermediation,3.4
4646,2007,TERENGGANU,Malaysia Standard Industrial Classification (MSIC) 2000,Fishing,9.2
4647,2007,TERENGGANU,Malaysia Standard Industrial Classification (MSIC) 2000,Health and social work,9.6
4648,2007,TERENGGANU,Malaysia Standard Industrial Classification (MSIC) 2000,Hotels and restaurants,26.5
4649,2007,TERENGGANU,Malaysia Standard Industrial Classification (MSIC) 2000,Manufacturing,45
4650,2007,TERENGGANU,Malaysia Standard Industrial Classification (MSIC) 2000,"Other community, social and personal service activities",10.5
4651,2007,TERENGGANU,Malaysia Standard Industrial Classification (MSIC) 2000,Private households with employed persons,4.4
4652,2007,TERENGGANU,Malaysia Standard Industrial Classification (MSIC) 2000,"Real estate, renting and business activities",12.8
4653,2007,TERENGGANU,Malaysia Standard Industrial Classification (MSIC) 2000,"Transport, storage and communications",11.2
4654,2007,TERENGGANU,Malaysia Standard Industrial Classification (MSIC) 2000,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",57.4
4655,2007,SABAH,Malaysia Standard Industrial Classification (MSIC) 2000,Total,1198.6
4656,2007,SABAH,Malaysia Standard Industrial Classification (MSIC) 2000,Mining and quarrying,2.7
4657,2007,SABAH,Malaysia Standard Industrial Classification (MSIC) 2000,Construction,90.2
4658,2007,SABAH,Malaysia Standard Industrial Classification (MSIC) 2000,Public administration and defence; compulsory social security,73.2
4659,2007,SABAH,Malaysia Standard Industrial Classification (MSIC) 2000,Education,64.2
4660,2007,SABAH,Malaysia Standard Industrial Classification (MSIC) 2000,"Agriculture, hunting and forestry",374.8
4661,2007,SABAH,Malaysia Standard Industrial Classification (MSIC) 2000,"Electricity, gas and water supply",8.2
4662,2007,SABAH,Malaysia Standard Industrial Classification (MSIC) 2000,Financial intermediation,15.2
4663,2007,SABAH,Malaysia Standard Industrial Classification (MSIC) 2000,Fishing,36.8
4664,2007,SABAH,Malaysia Standard Industrial Classification (MSIC) 2000,Health and social work,24.8
4665,2007,SABAH,Malaysia Standard Industrial Classification (MSIC) 2000,Hotels and restaurants,62
4666,2007,SABAH,Malaysia Standard Industrial Classification (MSIC) 2000,Manufacturing,123
4667,2007,SABAH,Malaysia Standard Industrial Classification (MSIC) 2000,"Other community, social and personal service activities",23.6
4668,2007,SABAH,Malaysia Standard Industrial Classification (MSIC) 2000,Private households with employed persons,33.3
4669,2007,SABAH,Malaysia Standard Industrial Classification (MSIC) 2000,"Real estate, renting and business activities",27.8
4670,2007,SABAH,Malaysia Standard Industrial Classification (MSIC) 2000,"Transport, storage and communications",50.5
4671,2007,SABAH,Malaysia Standard Industrial Classification (MSIC) 2000,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",187.7
4672,2007,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2000,Total,954.1
4673,2007,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2000,Mining and quarrying,5.7
4674,2007,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2000,Construction,84
4675,2007,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2000,Public administration and defence; compulsory social security,77.8
4676,2007,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2000,Education,66.3
4677,2007,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2000,"Agriculture, hunting and forestry",275.1
4678,2007,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2000,"Electricity, gas and water supply",5.7
4679,2007,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2000,Financial intermediation,14.6
4680,2007,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2000,Fishing,15.1
4681,2007,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2000,Health and social work,14.9
4682,2007,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2000,Hotels and restaurants,51.2
4683,2007,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2000,Manufacturing,110.8
